SER_A,SER_C,SER_D,SER_E,SER_F,SER_G,SER_H,SER_I,SER_K,SER_L,SER_M,SER_N,SER_P,SER_Q,SER_R,SER_S,SER_T,SER_V,SER_W,SER_Y
-0.307,-0.07,-0.213,-0.209,-0.175,-0.266,-0.175,-0.16,-0.204,-0.291,-0.099,-0.18,-0.251,-0.185,-0.19,-0.222,-0.34,-0.311,-0.07,-0.213
-0.182,-0.166,-0.19,-0.292,-0.166,-0.232,-0.19,-0.205,-0.245,-0.349,-0.121,-0.232,-0.239,-0.174,-0.269,-0.232,-0.239,-0.245,-0.065,-0.157
-0.36,-0.197,-0.404,-0.274,-0.089,-0.238,-0.197,-0.238,-0.274,-0.306,-0.148,-0.197,-0.197,-0.148,-0.089,-0.148,-0.148,-0.197,-0.089,-0.089
-0.22,-0.146,-0.26,-0.243,-0.156,-0.235,-0.125,-0.235,-0.276,-0.35,-0.097,-0.179,-0.224,-0.192,-0.273,-0.273,-0.192,-0.27,-0.078,-0.136
-0.211,0.0,-0.274,-0.301,-0.13,-0.211,-0.077,-0.274,-0.348,-0.274,-0.211,-0.13,-0.077,0.0,-0.173,-0.274,-0.274,-0.433,0.0,-0.13
-0.272,-0.187,-0.148,-0.276,-0.175,-0.267,-0.187,-0.162,-0.222,-0.347,-0.102,-0.126,-0.222,-0.272,-0.281,-0.31,-0.187,-0.194,-0.031,-0.155
-0.344,-0.074,-0.229,-0.267,-0.088,-0.354,-0.125,-0.293,-0.221,-0.293,-0.168,-0.137,-0.205,-0.088,-0.252,-0.213,-0.196,-0.339,-0.024,-0.074
-0.321,-0.084,-0.249,-0.293,-0.108,-0.293,-0.084,-0.16,-0.141,-0.311,-0.13,-0.119,-0.235,-0.178,-0.316,-0.227,-0.262,-0.242,-0.141,-0.212
-0.361,-0.115,-0.189,-0.21,-0.23,-0.23,-0.189,-0.21,-0.265,-0.372,-0.049,-0.21,-0.167,-0.189,-0.189,-0.21,-0.189,-0.296,-0.142,-0.085
-0.252,-0.061,-0.252,-0.274,-0.202,-0.24,-0.141,-0.263,-0.274,-0.363,-0.124,-0.158,-0.228,-0.141,-0.173,-0.24,-0.24,-0.263,-0.035,-0.188
-0.241,-0.153,-0.241,-0.315,-0.187,-0.165,-0.121,-0.245,-0.245,-0.304,-0.187,-0.187,-0.236,-0.176,-0.275,-0.258,-0.213,-0.232,-0.067,-0.147
-0.38,-0.175,-0.243,-0.287,-0.106,-0.297,-0.085,-0.243,-0.35,-0.243,-0.143,-0.143,-0.125,-0.062,-0.106,-0.159,-0.277,-0.35,-0.036,-0.143
-0.293,0.0,-0.096,0.0,-0.293,-0.255,0.0,-0.355,-0.096,-0.425,-0.096,-0.211,-0.16,-0.096,0.0,-0.425,-0.211,-0.355,-0.16,0.0
-0.366,-0.078,-0.243,-0.119,-0.143,-0.345,-0.092,-0.17,-0.154,-0.243,-0.07,-0.231,-0.222,-0.154,-0.213,-0.334,-0.334,-0.251,-0.099,-0.159
-0.272,0.0,-0.304,-0.296,-0.195,-0.226,-0.159,-0.272,-0.206,-0.364,-0.104,-0.172,-0.216,-0.159,-0.255,-0.263,-0.147,-0.296,-0.029,-0.088
-0.362,0.0,-0.225,-0.279,-0.194,-0.225,-0.159,-0.279,-0.362,-0.225,-0.159,-0.159,-0.194,-0.225,-0.253,-0.118,-0.118,-0.303,0.0,-0.159
-0.313,-0.063,-0.224,-0.241,-0.167,-0.257,-0.197,-0.233,-0.167,-0.32,-0.156,-0.216,-0.197,-0.207,-0.257,-0.233,-0.197,-0.28,-0.079,-0.177
-0.46,-0.053,-0.281,-0.213,-0.073,-0.297,-0.123,-0.123,-0.053,-0.281,-0.091,-0.091,-0.254,-0.091,-0.281,-0.244,-0.263,-0.313,-0.073,-0.178
-0.106,-0.095,-0.209,-0.259,-0.128,-0.252,-0.106,-0.238,-0.272,-0.317,-0.138,-0.176,-0.201,-0.193,-0.224,-0.352,-0.259,-0.338,-0.095,-0.138
-0.344,-0.057,-0.214,-0.258,-0.131,-0.277,0.0,-0.277,-0.313,-0.214,-0.131,-0.189,-0.214,-0.131,-0.296,-0.162,-0.189,-0.407,0.0,-0.097
-0.318,-0.081,-0.193,-0.074,-0.22,-0.374,-0.115,-0.254,-0.093,-0.238,-0.068,-0.299,-0.201,-0.267,-0.11,-0.279,-0.299,-0.267,-0.121,-0.15
-0.24,-0.052,-0.301,-0.293,-0.276,-0.293,-0.136,-0.23,-0.22,-0.301,-0.121,-0.121,-0.162,-0.175,-0.259,-0.136,-0.209,-0.301,-0.089,-0.209
-0.212,-0.086,-0.386,-0.313,-0.144,-0.327,-0.086,-0.283,-0.352,-0.267,-0.116,-0.25,-0.116,-0.144,-0.267,-0.116,-0.116,-0.191,-0.05,-0.144
-0.349,-0.123,-0.239,-0.223,-0.223,-0.266,-0.14,-0.129,-0.157,-0.357,-0.111,-0.187,-0.231,-0.273,-0.223,-0.227,-0.206,-0.223,-0.123,-0.135
-0.372,-0.043,-0.24,-0.32,-0.224,-0.149,-0.075,-0.149,-0.189,-0.406,-0.189,-0.149,-0.149,-0.352,-0.24,-0.189,-0.17,-0.17,-0.043,-0.127
-0.31,-0.072,-0.276,-0.231,-0.147,-0.249,-0.113,-0.276,-0.276,-0.305,-0.139,-0.27,-0.171,-0.147,-0.139,-0.249,-0.254,-0.27,0.0,-0.199
-0.381,-0.018,-0.224,-0.195,-0.213,-0.229,-0.075,-0.195,-0.274,-0.287,-0.119,-0.213,-0.245,-0.224,-0.142,-0.24,-0.269,-0.25,-0.119,-0.189
-0.386,-0.052,-0.15,-0.22,-0.15,-0.22,-0.09,-0.22,-0.324,-0.309,-0.121,-0.052,-0.199,-0.24,-0.386,-0.199,-0.277,-0.199,0.0,-0.121
-0.266,-0.066,-0.228,-0.31,-0.228,-0.289,-0.15,-0.235,-0.241,-0.352,-0.176,-0.221,-0.176,-0.101,-0.184,-0.214,-0.192,-0.266,-0.09,-0.159
-0.105,-0.105,-0.264,-0.357,-0.253,-0.124,-0.062,-0.323,-0.295,-0.416,-0.124,-0.174,-0.124,-0.158,-0.062,-0.241,-0.253,-0.264,0.0,-0.189
-0.32,-0.123,-0.263,-0.211,-0.148,-0.366,-0.192,-0.247,-0.123,-0.326,-0.081,-0.11,-0.192,-0.202,-0.255,-0.238,-0.202,-0.271,-0.096,-0.123
-0.294,-0.126,-0.148,-0.253,-0.168,-0.222,-0.148,-0.148,-0.253,-0.306,-0.074,-0.205,-0.222,-0.187,-0.205,-0.34,-0.222,-0.318,-0.148,-0.168
-0.271,-0.041,-0.237,-0.229,-0.222,-0.339,-0.121,-0.229,-0.222,-0.251,-0.097,-0.229,-0.222,-0.142,-0.244,-0.29,-0.152,-0.324,-0.121,-0.142
-0.396,0.0,-0.28,-0.299,-0.098,-0.371,-0.042,-0.164,-0.122,-0.322,-0.122,-0.144,-0.154,-0.122,-0.246,-0.274,-0.208,-0.342,-0.042,-0.086
-0.202,-0.105,-0.215,-0.274,-0.202,-0.274,-0.084,-0.252,-0.274,-0.304,-0.124,-0.202,-0.141,-0.274,-0.173,-0.274,-0.252,-0.295,-0.061,-0.158
-0.367,-0.045,-0.255,-0.278,-0.205,-0.346,-0.106,-0.223,-0.214,-0.223,-0.155,-0.132,-0.186,-0.165,-0.205,-0.155,-0.27,-0.317,-0.062,-0.155
-0.322,0.0,-0.271,-0.271,-0.128,-0.235,-0.037,-0.282,-0.235,-0.271,-0.222,-0.179,-0.208,-0.222,-0.194,-0.248,-0.222,-0.303,-0.064,-0.163
-0.301,-0.078,-0.247,-0.219,-0.157,-0.312,-0.124,-0.269,-0.243,-0.243,-0.151,-0.192,-0.228,-0.175,-0.187,-0.277,-0.256,-0.273,-0.078,-0.157
-0.206,-0.148,-0.17,-0.285,-0.191,-0.215,-0.116,-0.215,-0.288,-0.385,-0.159,-0.211,-0.123,-0.246,-0.181,-0.254,-0.196,-0.27,-0.096,-0.201
-0.266,-0.11,-0.238,-0.322,-0.142,-0.278,-0.136,-0.259,-0.292,-0.325,-0.171,-0.081,-0.225,-0.201,-0.255,-0.225,-0.186,-0.238,-0.015,-0.136
-0.319,-0.249,-0.228,-0.093,-0.126,-0.319,-0.054,-0.182,-0.228,-0.249,-0.093,-0.348,-0.093,-0.126,-0.286,-0.286,-0.228,-0.228,-0.206,-0.126
-0.252,-0.061,-0.252,-0.274,-0.202,-0.24,-0.141,-0.252,-0.274,-0.363,-0.124,-0.173,-0.228,-0.141,-0.173,-0.24,-0.24,-0.263,-0.035,-0.188
-0.33,-0.098,-0.184,-0.267,-0.066,-0.259,-0.066,-0.311,-0.242,-0.365,-0.174,-0.205,-0.151,-0.215,-0.184,-0.297,-0.242,-0.259,0.0,-0.082
-0.307,-0.031,-0.239,-0.286,-0.176,-0.319,-0.11,-0.299,-0.264,-0.286,-0.134,-0.176,-0.228,-0.141,-0.212,-0.188,-0.194,-0.299,-0.031,-0.156
-0.333,-0.145,-0.199,-0.274,-0.159,-0.34,-0.096,-0.264,-0.244,-0.244,-0.145,-0.211,-0.211,-0.186,-0.199,-0.211,-0.159,-0.301,-0.113,-0.113
-0.24,-0.086,-0.268,-0.3,-0.192,-0.247,-0.099,-0.343,-0.333,-0.209,-0.192,-0.254,-0.134,-0.134,-0.123,-0.261,-0.24,-0.24,-0.024,-0.164
-0.381,-0.064,-0.21,-0.284,-0.164,-0.305,-0.109,-0.261,-0.18,-0.374,-0.129,-0.18,-0.224,-0.109,-0.224,-0.261,-0.18,-0.237,-0.037,-0.088
-0.371,-0.039,-0.204,-0.246,-0.199,-0.348,-0.141,-0.199,-0.171,-0.287,-0.16,-0.166,-0.219,-0.166,-0.228,-0.214,-0.214,-0.306,-0.1,-0.114
-0.26,-0.107,-0.21,-0.324,-0.217,-0.308,-0.149,-0.246,-0.272,-0.253,-0.185,-0.217,-0.158,-0.129,-0.217,-0.246,-0.217,-0.21,-0.107,-0.168
-0.332,-0.075,-0.208,-0.224,-0.27,-0.256,-0.15,-0.15,-0.15,-0.321,-0.189,-0.15,-0.256,-0.189,-0.17,-0.309,-0.297,-0.284,-0.044,-0.044
-0.252,-0.058,-0.23,-0.285,-0.186,-0.232,-0.134,-0.275,-0.334,-0.366,-0.122,-0.257,-0.196,-0.15,-0.165,-0.257,-0.186,-0.205,-0.04,-0.158
-0.171,-0.138,-0.195,-0.238,-0.248,-0.145,-0.183,-0.316,-0.369,-0.275,-0.099,-0.316,-0.183,-0.158,-0.158,-0.233,-0.212,-0.243,-0.017,-0.201
-0.176,-0.176,-0.205,-0.441,-0.256,-0.205,0.0,-0.232,-0.336,-0.368,-0.144,-0.176,-0.176,-0.063,-0.278,-0.063,-0.107,-0.256,-0.144,-0.063
-0.242,-0.284,-0.316,-0.257,-0.12,-0.282,-0.111,-0.239,-0.221,-0.257,-0.08,-0.217,-0.193,-0.167,-0.19,-0.294,-0.221,-0.23,-0.129,-0.12
-0.277,0.0,-0.247,-0.128,-0.212,-0.327,-0.099,-0.212,-0.208,-0.277,-0.099,-0.308,-0.178,-0.173,-0.128,-0.274,-0.319,-0.264,-0.116,-0.224
-0.348,-0.034,-0.237,-0.275,-0.174,-0.308,-0.059,-0.28,-0.243,-0.303,-0.091,-0.194,-0.167,-0.201,-0.194,-0.226,-0.207,-0.249,-0.059,-0.226
-0.265,-0.22,-0.22,-0.38,-0.167,-0.167,-0.194,-0.243,-0.303,-0.321,-0.167,-0.167,-0.059,-0.1,-0.167,-0.303,-0.1,-0.337,0.0,-0.1
-0.37,-0.074,-0.179,-0.299,-0.124,-0.351,-0.092,-0.203,-0.203,-0.307,-0.167,-0.153,-0.109,-0.167,-0.283,-0.225,-0.225,-0.299,-0.031,-0.153
-0.372,-0.032,-0.221,-0.345,-0.172,-0.197,-0.112,-0.242,-0.144,-0.281,-0.055,-0.197,-0.253,-0.172,-0.242,-0.197,-0.262,-0.307,-0.112,-0.128
-0.208,-0.134,-0.283,-0.248,-0.228,-0.218,-0.12,-0.218,-0.208,-0.335,-0.089,-0.161,-0.291,-0.173,-0.248,-0.291,-0.148,-0.321,-0.052,-0.148
-0.266,-0.28,-0.246,-0.207,-0.162,-0.294,-0.127,-0.139,-0.133,-0.304,-0.127,-0.183,-0.202,-0.151,-0.207,-0.304,-0.294,-0.266,-0.108,-0.167
-0.261,-0.062,-0.285,-0.264,-0.177,-0.247,-0.09,-0.229,-0.185,-0.305,-0.073,-0.235,-0.275,-0.17,-0.199,-0.229,-0.314,-0.29,-0.073,-0.15
-0.406,-0.035,-0.156,-0.238,-0.156,-0.31,-0.139,-0.103,-0.249,-0.249,-0.156,-0.122,-0.328,-0.139,-0.367,-0.2,-0.213,-0.186,-0.061,-0.156
-0.332,-0.033,-0.216,-0.28,-0.216,-0.26,-0.116,-0.204,-0.26,-0.299,-0.191,-0.25,-0.098,-0.216,-0.216,-0.26,-0.178,-0.25,-0.033,-0.204
-0.202,-0.136,-0.255,-0.238,-0.11,-0.3,-0.136,-0.202,-0.255,-0.338,-0.11,-0.16,-0.271,-0.16,-0.221,-0.255,-0.286,-0.271,-0.081,-0.16
-0.334,-0.031,-0.259,-0.277,-0.126,-0.277,-0.093,-0.155,-0.169,-0.367,-0.031,-0.054,-0.268,-0.169,-0.268,-0.182,-0.239,-0.354,-0.093,-0.206
-0.202,-0.11,-0.255,-0.182,-0.16,-0.3,-0.182,-0.338,-0.338,-0.3,-0.11,-0.238,-0.136,-0.11,-0.313,-0.16,-0.255,-0.202,-0.081,-0.11
-0.266,-0.056,-0.285,-0.275,-0.13,-0.256,-0.146,-0.275,-0.285,-0.342,-0.16,-0.212,-0.2,-0.13,-0.2,-0.174,-0.2,-0.266,-0.056,-0.212
-0.234,-0.118,-0.234,-0.301,-0.286,-0.118,-0.145,-0.252,-0.252,-0.343,-0.145,-0.27,0.0,-0.193,-0.234,-0.087,-0.193,-0.343,-0.05,-0.234
-0.489,0.0,-0.215,-0.386,-0.098,-0.259,0.0,-0.215,-0.346,-0.259,-0.163,-0.057,-0.098,-0.057,-0.057,-0.215,-0.132,-0.386,0.0,0.0
-0.368,-0.071,-0.162,-0.249,-0.149,-0.292,-0.209,-0.229,-0.186,-0.349,-0.174,-0.105,-0.186,-0.229,-0.239,-0.249,-0.249,-0.249,-0.052,-0.071
-0.285,-0.067,-0.253,-0.253,-0.175,-0.299,-0.127,-0.113,-0.269,-0.388,-0.14,-0.152,-0.197,-0.186,-0.235,-0.186,-0.226,-0.299,-0.048,-0.175
-0.207,-0.038,-0.258,-0.251,-0.218,-0.273,-0.117,-0.184,-0.211,-0.27,-0.09,-0.214,-0.204,-0.218,-0.273,-0.287,-0.316,-0.258,-0.096,-0.168
-0.371,-0.098,-0.195,-0.234,-0.151,-0.29,-0.066,-0.195,-0.185,-0.376,-0.126,-0.151,-0.205,-0.215,-0.275,-0.242,-0.185,-0.29,-0.083,-0.112
-0.389,0.0,-0.238,-0.23,-0.221,-0.246,-0.092,-0.194,-0.269,-0.238,-0.204,-0.118,-0.246,-0.194,-0.221,-0.246,-0.246,-0.276,-0.062,-0.142
-0.31,-0.09,-0.251,-0.286,-0.15,-0.21,-0.03,-0.26,-0.226,-0.321,-0.106,-0.251,-0.199,-0.26,-0.216,-0.251,-0.231,-0.26,-0.081,-0.122
-0.339,-0.056,-0.21,-0.299,-0.158,-0.263,-0.172,-0.253,-0.198,-0.339,-0.129,-0.172,-0.273,-0.198,-0.21,-0.198,-0.172,-0.243,-0.129,-0.129
-0.149,-0.149,-0.207,-0.24,-0.269,-0.352,-0.127,-0.296,-0.255,-0.207,-0.17,-0.283,-0.17,-0.127,-0.224,-0.308,-0.207,-0.24,-0.043,-0.102
-0.417,-0.057,-0.188,-0.295,-0.161,-0.277,-0.147,-0.201,-0.078,-0.312,-0.147,-0.115,-0.277,-0.057,-0.312,-0.161,-0.257,-0.312,-0.057,-0.097
-0.313,-0.031,-0.17,-0.23,-0.183,-0.183,-0.094,-0.208,-0.433,-0.343,-0.031,-0.196,-0.24,-0.279,-0.219,-0.127,-0.219,-0.27,-0.055,-0.094
-0.28,-0.049,-0.229,-0.141,-0.28,-0.41,-0.115,-0.295,-0.28,-0.188,-0.084,-0.141,-0.141,-0.141,-0.049,-0.295,-0.309,-0.28,-0.084,-0.166
-0.123,-0.053,-0.224,-0.281,-0.224,-0.281,-0.152,-0.297,-0.152,-0.152,-0.152,-0.224,-0.224,-0.152,-0.281,-0.152,-0.313,-0.355,-0.123,-0.202
-0.361,-0.171,-0.252,-0.207,-0.154,-0.293,-0.136,-0.16,-0.089,-0.417,-0.047,-0.136,-0.235,-0.207,-0.311,-0.217,-0.187,-0.212,-0.065,-0.13
-0.274,-0.084,-0.281,-0.267,-0.183,-0.255,-0.178,-0.252,-0.248,-0.252,-0.129,-0.152,-0.192,-0.168,-0.248,-0.27,-0.244,-0.263,-0.084,-0.173
-0.219,-0.019,-0.225,-0.253,-0.25,-0.153,-0.089,-0.326,-0.228,-0.385,-0.103,-0.273,-0.201,-0.191,-0.164,-0.271,-0.255,-0.245,-0.052,-0.145
-0.347,-0.072,-0.255,-0.217,-0.162,-0.238,-0.178,-0.198,-0.162,-0.324,-0.127,-0.157,-0.263,-0.183,-0.281,-0.208,-0.234,-0.27,-0.134,-0.145
-0.345,-0.072,-0.207,-0.22,-0.2,-0.353,-0.156,-0.214,-0.164,-0.333,-0.14,-0.193,-0.226,-0.214,-0.214,-0.214,-0.193,-0.25,-0.072,-0.14
-0.304,-0.041,-0.195,-0.267,-0.18,-0.278,-0.168,-0.214,-0.219,-0.294,-0.093,-0.186,-0.251,-0.269,-0.174,-0.269,-0.244,-0.263,-0.067,-0.165
-0.245,0.0,-0.092,-0.314,-0.092,-0.092,0.0,-0.369,-0.343,-0.412,-0.092,-0.314,-0.203,-0.282,-0.153,-0.245,-0.153,-0.092,-0.092,-0.203
-0.294,-0.048,-0.205,-0.253,-0.138,-0.284,-0.092,-0.33,-0.279,-0.279,-0.162,-0.191,-0.17,-0.146,-0.191,-0.241,-0.236,-0.299,-0.034,-0.224
-0.267,-0.225,-0.24,-0.177,-0.095,-0.21,-0.24,-0.118,-0.225,-0.291,-0.159,-0.24,-0.291,-0.267,-0.177,-0.279,-0.24,-0.279,-0.07,-0.07
-0.398,-0.234,-0.27,-0.27,-0.087,-0.234,-0.145,0.0,-0.087,-0.301,-0.087,-0.145,-0.234,-0.234,-0.193,-0.301,-0.193,-0.234,-0.193,-0.193
-0.388,-0.114,-0.162,-0.162,-0.153,-0.364,-0.038,-0.153,-0.143,-0.258,-0.091,-0.202,-0.134,-0.238,-0.258,-0.329,-0.258,-0.334,-0.067,-0.114
-0.238,-0.124,-0.243,-0.238,-0.243,-0.248,-0.107,-0.243,-0.274,-0.306,-0.148,-0.248,-0.215,-0.14,-0.215,-0.301,-0.19,-0.248,-0.088,-0.132
-0.253,-0.038,-0.253,-0.319,-0.131,-0.265,-0.167,-0.288,-0.288,-0.319,-0.167,-0.183,-0.213,-0.167,-0.199,-0.227,-0.111,-0.319,0.0,-0.15
-0.126,-0.075,-0.169,-0.379,-0.075,-0.361,-0.075,-0.169,-0.239,-0.379,-0.268,-0.268,-0.206,-0.075,-0.169,-0.169,-0.126,-0.295,-0.075,-0.239
-0.468,-0.11,-0.307,-0.065,-0.065,-0.286,-0.065,-0.212,-0.345,-0.307,-0.11,-0.182,-0.182,-0.149,0.0,-0.182,-0.212,-0.264,-0.149,-0.149
-0.37,-0.05,-0.242,-0.251,-0.18,-0.299,-0.102,-0.223,-0.213,-0.307,-0.144,-0.117,-0.169,-0.169,-0.259,-0.232,-0.307,-0.251,-0.069,-0.117
-0.239,-0.037,-0.297,-0.307,-0.212,-0.286,-0.182,-0.239,-0.252,-0.384,-0.166,-0.212,-0.13,-0.197,-0.149,-0.212,-0.182,-0.212,-0.065,-0.13
-0.334,-0.108,-0.297,-0.281,-0.162,-0.307,-0.154,-0.27,-0.193,-0.316,-0.154,-0.108,-0.193,-0.098,-0.247,-0.17,-0.208,-0.253,-0.127,-0.145
-0.13,-0.13,-0.301,-0.358,-0.211,-0.259,-0.211,-0.386,-0.244,-0.274,-0.105,-0.259,-0.105,-0.044,-0.13,-0.152,-0.211,-0.288,-0.044,-0.152
-0.235,-0.259,-0.235,-0.386,-0.108,-0.146,-0.178,-0.146,-0.108,-0.399,-0.063,-0.146,-0.235,-0.281,-0.235,-0.259,-0.208,-0.235,-0.063,-0.063
-0.381,-0.024,-0.233,-0.201,-0.174,-0.309,-0.128,-0.201,-0.16,-0.312,-0.086,-0.179,-0.248,-0.144,-0.221,-0.251,-0.221,-0.303,-0.093,-0.196
-0.253,-0.102,-0.248,-0.258,-0.194,-0.248,-0.126,-0.211,-0.194,-0.307,-0.134,-0.155,-0.272,-0.188,-0.194,-0.34,-0.272,-0.268,-0.031,-0.134
-0.259,-0.122,-0.212,-0.222,-0.195,-0.27,-0.139,-0.227,-0.223,-0.287,-0.147,-0.218,-0.228,-0.195,-0.186,-0.275,-0.253,-0.288,-0.087,-0.19
-0.42,-0.053,-0.228,-0.235,-0.14,-0.267,-0.107,-0.102,-0.095,-0.34,-0.073,-0.089,-0.355,-0.194,-0.298,-0.245,-0.231,-0.258,-0.067,-0.093
-0.41,0.0,-0.208,-0.208,-0.184,-0.351,-0.157,-0.289,-0.055,-0.271,-0.094,-0.157,-0.208,-0.094,-0.306,-0.157,-0.184,-0.364,-0.055,-0.128
-0.263,-0.109,-0.212,-0.227,-0.143,-0.287,-0.109,-0.241,-0.258,-0.333,-0.168,-0.156,-0.217,-0.202,-0.196,-0.287,-0.227,-0.267,-0.15,-0.137
-0.311,-0.08,-0.253,-0.158,-0.135,-0.397,-0.219,-0.269,-0.2,-0.18,-0.08,-0.219,-0.18,-0.18,-0.158,-0.324,-0.284,-0.311,0.0,0.0
-0.277,-0.119,-0.226,-0.218,-0.165,-0.255,-0.154,-0.227,-0.183,-0.323,-0.119,-0.236,-0.224,-0.165,-0.226,-0.296,-0.263,-0.245,-0.085,-0.191
-0.289,-0.072,-0.199,-0.273,-0.143,-0.215,-0.098,-0.182,-0.242,-0.374,-0.085,-0.19,-0.351,-0.207,-0.168,-0.337,-0.203,-0.246,-0.065,-0.072
-0.345,0.0,-0.264,-0.286,-0.11,-0.212,-0.11,-0.212,-0.182,-0.327,-0.11,-0.149,-0.264,-0.182,-0.239,-0.182,-0.307,-0.327,-0.11,-0.11
-0.309,0.0,-0.15,-0.309,0.0,-0.338,0.0,-0.309,-0.338,-0.338,-0.15,-0.15,0.0,-0.09,-0.09,-0.309,-0.24,-0.425,0.0,0.0
-0.267,-0.068,-0.189,-0.322,-0.181,-0.285,-0.104,-0.234,-0.197,-0.342,-0.115,-0.181,-0.26,-0.181,-0.241,-0.241,-0.254,-0.279,-0.054,-0.104
-0.455,-0.032,-0.256,-0.212,-0.187,-0.327,-0.077,-0.256,-0.212,-0.327,-0.056,-0.235,-0.13,-0.077,-0.212,-0.212,-0.187,-0.256,-0.096,-0.077
-0.286,-0.107,-0.24,-0.271,-0.224,-0.224,-0.144,-0.271,-0.299,-0.318,-0.093,-0.166,-0.24,-0.176,-0.196,-0.224,-0.176,-0.256,-0.063,-0.187
-0.136,-0.05,-0.108,-0.27,-0.075,-0.207,-0.108,-0.27,-0.286,-0.494,-0.05,-0.355,-0.193,-0.381,-0.136,-0.136,-0.193,-0.05,0.0,-0.118
-0.248,-0.155,-0.257,-0.304,-0.201,-0.237,-0.159,-0.164,-0.304,-0.237,-0.12,-0.185,-0.282,-0.159,-0.209,-0.276,-0.205,-0.254,-0.12,-0.125
-0.194,-0.202,-0.219,-0.37,-0.175,-0.219,-0.135,-0.271,-0.271,-0.314,-0.135,-0.175,-0.156,-0.284,-0.175,-0.257,-0.227,-0.202,-0.024,-0.112
-0.317,-0.084,-0.286,-0.262,-0.18,-0.293,-0.102,-0.218,-0.264,-0.323,-0.132,-0.17,-0.173,-0.196,-0.218,-0.218,-0.227,-0.269,-0.057,-0.14
-0.257,-0.076,-0.171,-0.257,-0.161,-0.278,-0.2,-0.2,-0.171,-0.383,-0.076,-0.161,-0.242,-0.264,-0.181,-0.292,-0.234,-0.226,-0.09,-0.2
-0.213,-0.156,-0.266,-0.306,-0.238,-0.266,-0.131,-0.244,-0.296,-0.26,-0.164,-0.287,-0.103,-0.113,-0.213,-0.226,-0.148,-0.26,-0.048,-0.219
-0.297,-0.177,-0.225,-0.225,-0.171,-0.333,-0.12,-0.196,-0.196,-0.31,-0.143,-0.196,-0.208,-0.236,-0.275,-0.337,-0.094,-0.208,-0.031,-0.128
-0.228,-0.026,-0.286,-0.322,-0.192,-0.249,-0.15,-0.245,-0.279,-0.286,-0.166,-0.187,-0.182,-0.206,-0.228,-0.201,-0.201,-0.268,-0.063,-0.192
-0.287,-0.035,-0.244,-0.292,-0.122,-0.297,-0.193,-0.345,-0.2,-0.277,-0.193,-0.2,-0.179,-0.122,-0.226,-0.164,-0.261,-0.261,-0.02,-0.164
-0.254,-0.136,-0.262,-0.262,-0.201,-0.229,-0.181,-0.246,-0.262,-0.306,-0.136,-0.211,-0.254,-0.123,-0.201,-0.191,-0.229,-0.285,-0.047,-0.181
-0.251,-0.025,-0.227,-0.341,-0.21,-0.266,-0.076,-0.28,-0.287,-0.3,-0.129,-0.162,-0.227,-0.076,-0.243,-0.182,-0.162,-0.318,-0.091,-0.21
-0.336,-0.085,-0.223,-0.266,-0.11,-0.279,-0.143,-0.153,-0.133,-0.279,-0.085,-0.11,-0.215,-0.231,-0.292,-0.253,-0.304,-0.266,-0.163,-0.19
-0.216,-0.122,-0.232,-0.26,-0.122,-0.2,-0.122,-0.072,-0.379,-0.144,-0.122,-0.144,-0.26,-0.232,-0.26,-0.424,-0.287,-0.246,-0.042,-0.042
-0.4,0.0,-0.164,-0.186,-0.213,-0.356,-0.061,-0.226,-0.2,-0.381,-0.213,-0.164,-0.186,-0.122,-0.139,-0.148,-0.179,-0.356,-0.093,-0.113
-0.196,-0.071,-0.207,-0.294,-0.242,-0.286,-0.088,-0.309,-0.316,-0.341,-0.127,-0.273,-0.185,-0.088,-0.147,-0.269,-0.179,-0.228,-0.041,-0.173
-0.294,-0.078,-0.23,-0.235,-0.168,-0.307,-0.123,-0.181,-0.168,-0.339,-0.087,-0.097,-0.29,-0.2,-0.303,-0.241,-0.23,-0.294,-0.123,-0.097
-0.216,-0.209,-0.128,-0.248,-0.216,-0.236,-0.163,-0.119,-0.293,-0.248,-0.087,-0.194,-0.242,-0.223,-0.323,-0.336,-0.248,-0.229,-0.051,-0.128
-0.13,-0.13,-0.16,-0.31,-0.211,-0.187,-0.13,-0.255,-0.293,-0.326,-0.234,-0.275,-0.211,-0.13,-0.234,-0.255,-0.13,-0.255,0.0,-0.255
-0.401,-0.079,-0.249,-0.197,-0.079,-0.265,0.0,-0.249,-0.215,-0.319,-0.156,-0.156,-0.132,-0.132,-0.215,-0.279,-0.279,-0.265,0.0,-0.279
-0.262,-0.048,-0.245,-0.307,-0.187,-0.321,-0.083,-0.207,-0.14,-0.357,-0.113,-0.187,-0.227,-0.245,-0.083,-0.278,-0.227,-0.278,-0.113,-0.164
-0.359,-0.041,-0.302,-0.237,-0.147,-0.293,-0.121,-0.233,-0.193,-0.319,-0.132,-0.18,-0.189,-0.162,-0.226,-0.202,-0.274,-0.268,-0.085,-0.126
-0.118,-0.034,-0.303,-0.194,-0.219,-0.207,-0.135,-0.392,-0.344,-0.242,-0.1,-0.274,-0.118,-0.151,-0.151,-0.293,-0.242,-0.18,0.0,-0.274
-0.297,-0.127,-0.321,-0.27,-0.208,-0.27,-0.075,-0.24,-0.27,-0.208,-0.075,-0.127,-0.17,-0.321,-0.208,-0.127,-0.208,-0.297,-0.075,-0.208
