SEP_PC,SEP_NC,SEP_NE,SEP_PO,SEP_NP,SEP_AL,SEP_CY,SEP_AR,SEP_AC,SEP_BS,SEP_NE_pH,SEP_HB,SEP_HL,SEP_NT,SEP_HX,SEP_SC,SEP_SS_HE,SEP_SS_ST,SEP_SS_CO,SEP_SA_BU,SEP_SA_EX,SEP_SA_IN,SEP_TN,SEP_SM,SEP_LR
0.34,0.656,0.782,0.727,0.996,0.994,0.122,0.489,0.656,0.34,0.782,0.999,0.489,0.991,0.583,0.194,0.95,0.854,0.936,1.0,0.82,0.805,0.91,0.952,0.952
0.586,0.56,0.844,0.695,1.0,0.992,0.237,0.34,0.56,0.586,0.844,1.0,0.744,0.931,0.444,0.259,0.999,0.826,0.83,0.997,0.848,0.744,0.796,1.0,1.0
0.467,0.517,0.751,0.647,0.973,0.998,0.342,0.369,0.517,0.467,0.751,0.989,0.695,0.925,0.459,0.232,0.989,0.823,0.887,0.999,0.805,0.797,0.884,0.971,0.971
0.541,0.541,0.808,0.657,0.985,1.0,0.346,0.393,0.541,0.541,0.808,0.996,0.718,0.928,0.461,0.193,0.999,0.796,0.846,1.0,0.818,0.783,0.834,0.998,0.998
0.519,0.408,0.718,0.755,0.987,1.0,0.301,0.375,0.408,0.519,0.718,1.0,0.699,0.951,0.604,0.202,0.969,0.819,0.933,1.0,0.718,0.855,0.918,0.969,0.969
0.775,0.683,0.976,0.653,0.964,0.939,0.058,0.302,0.683,0.775,0.976,0.899,0.839,0.983,0.427,0.058,0.996,0.621,0.892,0.955,0.945,0.587,0.849,1.0,1.0
0.537,0.504,0.785,0.631,0.985,0.998,0.333,0.395,0.504,0.537,0.785,0.995,0.76,0.899,0.424,0.31,0.987,0.875,0.846,1.0,0.875,0.775,0.821,0.998,0.998
0.659,0.625,0.911,0.732,0.987,0.961,0.143,0.33,0.625,0.659,0.911,0.995,0.77,0.951,0.533,0.231,1.0,0.814,0.804,0.974,0.929,0.76,0.76,0.997,0.997
0.578,0.532,0.824,0.661,0.997,0.994,0.213,0.387,0.532,0.578,0.824,0.994,0.737,0.864,0.464,0.289,0.999,0.882,0.748,0.999,0.885,0.737,0.721,0.987,0.987
0.65,0.486,0.845,0.687,1.0,0.98,0.262,0.353,0.486,0.65,0.845,0.999,0.82,0.918,0.469,0.262,0.998,0.845,0.82,0.977,0.934,0.754,0.675,0.985,0.985
0.619,0.629,0.895,0.673,0.997,0.969,0.253,0.318,0.629,0.619,0.895,0.998,0.792,0.941,0.493,0.286,1.0,0.779,0.846,0.975,0.934,0.773,0.706,0.993,0.993
0.586,0.542,0.834,0.658,0.997,0.996,0.245,0.367,0.542,0.586,0.834,0.999,0.748,0.915,0.478,0.232,0.996,0.842,0.834,0.998,0.871,0.738,0.791,1.0,1.0
0.653,0.497,0.851,0.816,0.99,0.955,0.362,0.352,0.497,0.653,0.851,0.994,0.833,0.966,0.664,0.254,0.983,0.79,0.926,0.96,0.887,0.882,0.835,0.998,0.998
0.478,0.399,0.685,0.847,0.998,0.997,0.359,0.382,0.399,0.478,0.685,0.987,0.705,0.957,0.66,0.276,0.937,0.933,0.879,0.998,0.786,0.896,0.863,0.964,0.964
0.554,0.613,0.855,0.729,1.0,0.973,0.377,0.488,0.613,0.554,0.855,1.0,0.762,0.944,0.493,0.258,0.992,0.833,0.865,0.984,0.915,0.82,0.771,0.999,0.999
0.519,0.468,0.753,0.671,0.981,1.0,0.3,0.353,0.468,0.519,0.753,0.982,0.714,0.914,0.499,0.257,0.998,0.84,0.825,1.0,0.794,0.788,0.83,0.988,0.988
0.578,0.438,0.774,0.817,0.996,0.955,0.479,0.438,0.438,0.578,0.774,0.999,0.877,0.92,0.617,0.293,0.963,0.824,0.938,0.942,0.933,0.94,0.782,0.996,0.996
0.333,0.294,0.51,0.949,0.997,0.974,0.161,0.386,0.294,0.333,0.51,0.996,0.576,0.986,0.51,0.668,0.92,0.878,0.949,0.986,0.78,0.718,0.997,0.895,0.895
0.663,0.535,0.874,0.672,0.995,0.96,0.212,0.402,0.535,0.663,0.874,0.993,0.852,0.917,0.498,0.191,0.993,0.84,0.858,0.973,0.94,0.765,0.623,0.985,0.985
0.607,0.619,0.884,0.662,1.0,0.983,0.134,0.431,0.619,0.607,0.884,0.997,0.722,0.937,0.446,0.134,0.994,0.766,0.782,0.994,0.873,0.731,0.79,0.996,0.996
0.705,0.64,0.937,0.616,0.997,0.972,0.295,0.481,0.64,0.705,0.937,0.992,0.841,0.895,0.461,0.079,1.0,0.821,0.779,0.974,0.932,0.767,0.648,0.953,0.953
0.58,0.607,0.865,0.607,0.996,0.993,0.238,0.382,0.607,0.58,0.865,0.999,0.726,0.944,0.467,0.285,0.979,0.907,0.83,0.999,0.891,0.719,0.753,1.0,1.0
0.588,0.45,0.787,0.707,0.994,0.999,0.358,0.398,0.45,0.588,0.787,1.0,0.787,0.916,0.502,0.204,0.991,0.831,0.873,0.998,0.87,0.81,0.838,1.0,1.0
0.636,0.62,0.899,0.62,1.0,0.995,0.286,0.347,0.62,0.636,0.899,0.999,0.776,0.929,0.4,0.172,1.0,0.822,0.782,0.993,0.905,0.71,0.735,0.996,0.996
0.533,0.588,0.831,0.601,0.995,0.997,0.31,0.33,0.588,0.533,0.831,0.998,0.773,0.942,0.503,0.196,0.991,0.815,0.885,0.996,0.902,0.791,0.791,0.989,0.989
0.497,0.476,0.744,0.808,0.999,0.98,0.248,0.473,0.476,0.497,0.744,0.994,0.738,0.97,0.59,0.154,0.97,0.826,0.927,0.985,0.854,0.837,0.85,0.987,0.987
0.276,0.359,0.517,0.803,0.968,0.994,0.246,0.332,0.359,0.276,0.517,0.968,0.536,0.972,0.688,0.214,0.904,0.925,0.925,0.979,0.688,0.792,0.976,0.792,0.792
0.431,0.556,0.756,0.756,0.996,0.996,0.092,0.368,0.556,0.431,0.756,0.986,0.556,0.96,0.587,0.274,0.998,0.874,0.777,0.996,0.767,0.734,0.942,0.96,0.96
0.525,0.513,0.783,0.726,0.999,0.989,0.375,0.46,0.513,0.525,0.783,0.997,0.786,0.911,0.508,0.157,0.995,0.843,0.843,0.986,0.921,0.832,0.741,1.0,1.0
0.537,0.534,0.802,0.749,1.0,0.977,0.303,0.441,0.534,0.537,0.802,1.0,0.766,0.928,0.51,0.211,0.998,0.797,0.862,0.976,0.931,0.815,0.776,1.0,1.0
0.489,0.525,0.769,0.758,0.998,0.997,0.288,0.412,0.525,0.489,0.769,0.994,0.7,0.922,0.533,0.192,0.995,0.907,0.758,0.994,0.89,0.823,0.753,1.0,1.0
0.547,0.516,0.798,0.836,0.987,0.916,0.269,0.557,0.516,0.547,0.798,0.996,0.781,0.953,0.614,0.296,0.949,0.901,0.899,0.974,0.907,0.857,0.81,1.0,1.0
0.423,0.501,0.715,0.832,0.999,0.983,0.282,0.423,0.501,0.423,0.715,0.983,0.715,0.954,0.702,0.054,0.97,0.934,0.814,0.983,0.85,0.867,0.662,0.995,0.995
0.6,0.465,0.803,0.681,0.999,0.978,0.293,0.505,0.465,0.6,0.803,0.999,0.823,0.866,0.451,0.256,0.992,0.854,0.848,0.994,0.906,0.788,0.796,1.0,1.0
0.585,0.541,0.833,0.76,1.0,0.988,0.136,0.342,0.541,0.585,0.833,1.0,0.683,0.953,0.541,0.304,0.993,0.884,0.804,0.999,0.842,0.777,0.873,0.994,0.994
0.596,0.624,0.882,0.717,0.979,0.912,0.036,0.477,0.624,0.596,0.882,0.99,0.788,0.923,0.477,0.251,0.977,0.923,0.813,0.966,0.953,0.74,0.615,0.987,0.987
0.504,0.611,0.83,0.734,1.0,0.97,0.211,0.461,0.611,0.504,0.83,0.999,0.682,0.965,0.59,0.225,0.987,0.882,0.838,0.989,0.857,0.834,0.77,1.0,1.0
0.396,0.586,0.758,0.877,0.997,0.994,0.116,0.0,0.586,0.396,0.758,0.965,0.498,0.989,0.696,0.273,0.999,0.928,0.586,0.997,0.877,0.786,0.857,0.974,0.974
0.465,0.502,0.74,0.61,0.958,0.994,0.355,0.309,0.502,0.465,0.74,0.977,0.693,0.905,0.452,0.202,0.999,0.733,0.845,0.997,0.834,0.733,0.925,0.983,0.983
0.554,0.554,0.823,0.714,1.0,0.975,0.16,0.419,0.554,0.554,0.823,0.999,0.731,0.935,0.467,0.205,1.0,0.86,0.748,0.996,0.89,0.714,0.737,0.998,0.998
0.569,0.523,0.815,0.75,1.0,0.976,0.303,0.451,0.523,0.569,0.815,1.0,0.78,0.933,0.554,0.238,0.977,0.885,0.863,0.984,0.897,0.842,0.761,0.997,0.997
0.501,0.484,0.751,0.681,0.986,1.0,0.245,0.427,0.484,0.501,0.751,1.0,0.693,0.948,0.446,0.159,0.992,0.811,0.884,1.0,0.811,0.729,0.862,0.996,0.996
0.8,0.138,0.83,0.668,0.997,0.994,0.394,0.428,0.138,0.8,0.83,0.994,0.934,0.69,0.428,0.32,0.998,0.815,0.766,0.994,0.8,0.844,0.748,0.992,0.992
0.524,0.449,0.746,0.606,0.981,0.997,0.165,0.253,0.449,0.524,0.746,0.998,0.722,0.912,0.449,0.148,0.999,0.794,0.85,0.996,0.874,0.628,0.889,0.983,0.983
0.568,0.511,0.807,0.812,0.997,0.973,0.404,0.346,0.511,0.568,0.807,0.995,0.805,0.979,0.692,0.224,0.958,0.788,0.961,0.958,0.864,0.922,0.875,0.977,0.977
0.571,0.603,0.859,0.634,0.995,0.998,0.371,0.323,0.603,0.571,0.859,0.99,0.762,0.924,0.509,0.216,0.999,0.808,0.838,0.993,0.842,0.831,0.758,0.995,0.995
0.475,0.485,0.736,0.697,0.989,0.997,0.329,0.455,0.485,0.475,0.736,0.997,0.736,0.903,0.475,0.329,0.984,0.842,0.884,1.0,0.856,0.809,0.838,0.997,0.997
0.322,0.336,0.532,0.746,0.953,1.0,0.307,0.582,0.336,0.322,0.532,0.956,0.619,0.873,0.552,0.244,0.979,0.929,0.798,0.997,0.739,0.858,0.798,1.0,1.0
0.571,0.478,0.792,0.613,0.972,0.987,0.332,0.25,0.478,0.571,0.792,0.99,0.74,0.916,0.468,0.099,0.992,0.714,0.813,0.997,0.807,0.733,0.872,0.997,0.997
0.621,0.613,0.888,0.786,0.981,0.916,0.221,0.426,0.613,0.621,0.888,0.981,0.781,0.958,0.488,0.319,1.0,0.802,0.813,0.934,0.962,0.813,0.659,0.972,0.972
0.526,0.526,0.791,0.704,0.995,0.993,0.232,0.406,0.526,0.526,0.791,0.997,0.692,0.954,0.543,0.218,0.985,0.869,0.857,1.0,0.841,0.766,0.849,0.996,0.996
0.731,0.476,0.889,0.6,0.998,1.0,0.321,0.226,0.476,0.731,0.889,0.995,0.862,0.928,0.498,0.152,0.995,0.808,0.871,0.991,0.842,0.796,0.88,0.997,0.997
0.722,0.547,0.911,0.762,0.971,0.932,0.202,0.485,0.547,0.722,0.911,0.968,0.861,0.927,0.485,0.117,1.0,0.854,0.781,0.936,0.974,0.772,0.642,0.968,0.968
0.841,0.485,0.954,0.579,0.992,0.968,0.14,0.324,0.485,0.841,0.954,0.985,0.914,0.884,0.398,0.101,1.0,0.841,0.755,0.979,0.892,0.645,0.613,0.975,0.975
0.512,0.563,0.805,0.607,0.977,0.997,0.398,0.332,0.563,0.512,0.805,0.988,0.738,0.929,0.472,0.121,0.998,0.784,0.87,1.0,0.826,0.787,0.839,0.983,0.983
0.503,0.556,0.796,0.734,0.997,0.994,0.29,0.406,0.556,0.503,0.796,0.997,0.686,0.954,0.53,0.239,0.99,0.849,0.859,0.998,0.852,0.792,0.859,0.988,0.988
0.546,0.516,0.797,0.669,0.992,0.998,0.274,0.359,0.516,0.546,0.797,0.998,0.727,0.917,0.462,0.297,0.998,0.825,0.838,1.0,0.853,0.788,0.848,0.999,0.999
0.574,0.482,0.795,0.677,0.994,0.997,0.278,0.353,0.482,0.574,0.795,0.996,0.758,0.926,0.498,0.322,0.961,0.913,0.866,0.999,0.873,0.748,0.844,0.984,0.984
0.657,0.558,0.881,0.758,0.989,0.955,0.223,0.419,0.558,0.657,0.881,0.997,0.81,0.933,0.526,0.205,0.994,0.879,0.81,0.981,0.919,0.785,0.762,0.998,0.998
0.6,0.574,0.859,0.664,1.0,0.982,0.257,0.478,0.574,0.6,0.859,0.999,0.777,0.917,0.413,0.194,0.987,0.884,0.835,0.995,0.91,0.74,0.771,0.999,0.999
0.381,0.342,0.578,0.784,0.959,0.997,0.314,0.499,0.342,0.381,0.578,0.959,0.588,0.906,0.52,0.299,0.991,0.906,0.784,0.988,0.703,0.829,0.864,0.999,0.999
0.559,0.474,0.781,0.644,0.979,0.999,0.329,0.31,0.474,0.559,0.781,0.993,0.742,0.928,0.518,0.201,0.999,0.802,0.852,1.0,0.794,0.798,0.911,0.987,0.987
0.535,0.582,0.828,0.633,0.986,0.999,0.304,0.318,0.582,0.535,0.828,1.0,0.694,0.96,0.474,0.18,0.999,0.748,0.843,1.0,0.833,0.755,0.848,1.0,1.0
0.634,0.501,0.842,0.823,0.988,0.955,0.36,0.377,0.501,0.634,0.842,1.0,0.835,0.916,0.567,0.33,0.998,0.844,0.819,0.972,0.928,0.85,0.804,1.0,1.0
0.564,0.583,0.844,0.758,0.999,0.967,0.261,0.415,0.583,0.564,0.844,1.0,0.736,0.961,0.571,0.251,0.992,0.86,0.841,0.98,0.873,0.848,0.774,1.0,1.0
0.622,0.697,0.927,0.645,0.997,0.961,0.293,0.418,0.697,0.622,0.927,1.0,0.778,0.951,0.479,0.209,0.998,0.831,0.831,0.968,0.955,0.761,0.561,0.968,0.968
0.478,0.41,0.691,0.847,0.999,0.866,0.145,0.705,0.41,0.478,0.691,1.0,0.676,0.914,0.576,0.433,0.969,0.921,0.837,0.998,0.817,0.827,0.891,1.0,1.0
0.698,0.683,0.951,0.788,0.918,0.867,0.071,0.28,0.683,0.698,0.951,0.97,0.825,0.969,0.634,0.194,0.998,0.768,0.816,0.916,0.977,0.75,0.695,0.981,0.981
0.738,0.495,0.901,0.65,0.998,0.99,0.07,0.286,0.495,0.738,0.901,0.997,0.824,0.91,0.567,0.07,1.0,0.798,0.824,0.995,0.824,0.722,0.871,0.99,0.99
0.447,0.457,0.7,0.73,0.992,0.992,0.285,0.553,0.457,0.447,0.7,0.992,0.718,0.889,0.511,0.175,0.946,0.937,0.859,1.0,0.83,0.773,0.718,0.998,0.998
0.412,0.53,0.727,0.768,0.992,0.999,0.476,0.418,0.53,0.412,0.727,0.992,0.731,0.948,0.609,0.211,0.976,0.805,0.929,0.996,0.86,0.892,0.863,0.987,0.987
0.535,0.475,0.767,0.8,1.0,0.97,0.271,0.481,0.475,0.535,0.767,0.999,0.747,0.94,0.59,0.23,0.979,0.868,0.876,0.983,0.858,0.859,0.79,1.0,1.0
0.641,0.561,0.874,0.791,0.984,0.937,0.203,0.426,0.561,0.641,0.874,0.993,0.791,0.946,0.595,0.255,0.984,0.862,0.868,0.974,0.932,0.796,0.766,0.998,0.998
0.57,0.634,0.874,0.634,0.998,0.95,0.17,0.472,0.634,0.57,0.874,0.996,0.787,0.937,0.523,0.212,0.957,0.904,0.884,0.977,0.921,0.773,0.672,1.0,1.0
0.407,0.495,0.701,0.808,1.0,0.983,0.146,0.495,0.495,0.407,0.701,0.994,0.645,0.99,0.655,0.07,0.916,0.871,0.956,0.998,0.846,0.821,0.905,0.951,0.951
0.563,0.534,0.817,0.636,0.98,1.0,0.16,0.326,0.534,0.563,0.817,0.995,0.63,0.938,0.456,0.237,1.0,0.833,0.805,0.992,0.746,0.683,0.906,0.992,0.992
0.475,0.507,0.75,0.683,0.985,1.0,0.352,0.399,0.507,0.475,0.75,0.997,0.725,0.936,0.499,0.21,0.985,0.842,0.883,0.999,0.879,0.827,0.903,0.967,0.967
0.522,0.595,0.829,0.755,0.999,0.977,0.262,0.454,0.595,0.522,0.829,1.0,0.717,0.954,0.516,0.281,0.975,0.906,0.842,0.991,0.88,0.816,0.794,0.999,0.999
0.55,0.515,0.799,0.77,1.0,0.973,0.313,0.523,0.515,0.55,0.799,0.999,0.748,0.953,0.53,0.191,0.987,0.846,0.872,0.982,0.889,0.846,0.761,0.998,0.998
0.531,0.47,0.762,0.723,0.998,0.995,0.287,0.403,0.47,0.531,0.762,0.991,0.768,0.923,0.568,0.16,0.992,0.874,0.823,0.998,0.87,0.807,0.802,0.991,0.991
0.581,0.581,0.852,0.727,0.999,0.971,0.274,0.442,0.581,0.581,0.852,1.0,0.769,0.915,0.495,0.25,0.996,0.852,0.824,0.978,0.904,0.828,0.675,0.994,0.994
0.479,0.649,0.841,0.6,0.99,1.0,0.328,0.372,0.649,0.479,0.841,0.999,0.7,0.95,0.433,0.202,0.963,0.902,0.875,0.999,0.926,0.756,0.801,0.996,0.996
0.651,0.523,0.862,0.763,0.997,0.985,0.292,0.266,0.523,0.651,0.862,0.997,0.803,0.953,0.563,0.17,0.999,0.75,0.835,0.983,0.893,0.793,0.828,1.0,1.0
0.574,0.562,0.838,0.734,0.991,0.931,0.152,0.499,0.562,0.574,0.838,0.997,0.797,0.9,0.499,0.24,0.992,0.868,0.831,0.97,0.935,0.804,0.68,0.995,0.995
0.551,0.609,0.852,0.415,0.944,0.979,0.368,0.298,0.609,0.551,0.852,0.993,0.718,0.924,0.298,0.176,0.999,0.806,0.84,0.993,0.84,0.691,0.833,0.999,0.999
0.744,0.534,0.918,0.57,1.0,0.983,0.235,0.318,0.534,0.744,0.918,0.998,0.867,0.867,0.457,0.205,0.992,0.768,0.768,0.983,0.883,0.719,0.79,0.999,0.999
0.558,0.413,0.747,0.892,0.987,0.934,0.246,0.475,0.413,0.558,0.747,1.0,0.753,0.954,0.638,0.391,0.947,0.935,0.86,0.986,0.863,0.86,0.829,0.999,0.999
0.606,0.39,0.769,0.739,0.996,0.992,0.504,0.373,0.39,0.606,0.769,0.996,0.869,0.902,0.576,0.271,0.998,0.73,0.91,0.981,0.889,0.907,0.847,0.996,0.996
0.454,0.503,0.734,0.873,1.0,0.982,0.276,0.341,0.503,0.454,0.734,0.991,0.612,0.959,0.631,0.479,0.991,0.852,0.852,0.993,0.805,0.883,0.953,0.947,0.947
0.521,0.668,0.871,0.618,0.999,0.983,0.273,0.495,0.668,0.521,0.871,0.997,0.726,0.959,0.434,0.183,0.983,0.832,0.896,0.99,0.935,0.778,0.766,1.0,1.0
0.612,0.605,0.88,0.693,0.998,0.972,0.254,0.404,0.605,0.612,0.88,0.997,0.791,0.947,0.513,0.144,0.995,0.83,0.856,0.975,0.936,0.755,0.715,1.0,1.0
0.619,0.377,0.772,0.742,0.998,0.991,0.362,0.406,0.377,0.619,0.772,0.997,0.825,0.9,0.534,0.297,0.99,0.849,0.86,0.997,0.843,0.837,0.806,1.0,1.0
0.694,0.68,0.948,0.661,0.987,0.928,0.22,0.38,0.68,0.694,0.948,0.995,0.815,0.929,0.433,0.274,0.969,0.745,0.691,0.945,0.969,0.735,0.641,0.944,0.944
0.647,0.552,0.873,0.66,1.0,0.955,0.242,0.552,0.552,0.647,0.873,0.997,0.817,0.9,0.421,0.187,0.996,0.869,0.808,0.986,0.937,0.748,0.679,0.98,0.98
0.508,0.508,0.769,0.628,0.989,0.999,0.205,0.344,0.508,0.508,0.769,0.998,0.721,0.919,0.478,0.221,0.992,0.832,0.868,1.0,0.909,0.694,0.859,0.985,0.985
0.627,0.516,0.845,0.675,0.996,1.0,0.262,0.336,0.516,0.627,0.845,1.0,0.753,0.916,0.525,0.145,0.993,0.869,0.827,1.0,0.823,0.784,0.827,0.998,0.998
0.545,0.526,0.802,0.827,0.983,0.945,0.274,0.312,0.526,0.545,0.802,0.992,0.802,0.974,0.664,0.212,0.98,0.809,0.919,0.954,0.945,0.834,0.795,0.998,0.998
0.675,0.567,0.894,0.536,1.0,0.994,0.211,0.262,0.567,0.675,0.894,0.997,0.837,0.918,0.394,0.088,0.999,0.744,0.837,0.997,0.971,0.536,0.852,0.997,0.997
0.538,0.538,0.805,0.682,0.997,0.992,0.272,0.409,0.538,0.538,0.805,0.999,0.747,0.937,0.475,0.237,0.986,0.871,0.852,0.999,0.901,0.738,0.796,0.999,0.999
0.563,0.483,0.789,0.77,1.0,0.968,0.209,0.532,0.483,0.563,0.789,1.0,0.728,0.925,0.547,0.209,0.989,0.897,0.807,0.994,0.848,0.832,0.77,0.996,0.996
0.576,0.64,0.881,0.52,0.986,1.0,0.331,0.311,0.64,0.576,0.881,0.99,0.748,0.904,0.406,0.221,0.998,0.728,0.847,1.0,0.84,0.748,0.84,0.997,0.997
0.549,0.651,0.874,0.731,0.993,0.95,0.313,0.419,0.651,0.549,0.874,0.993,0.787,0.971,0.593,0.173,0.965,0.832,0.93,0.965,0.943,0.855,0.767,0.998,0.998
0.585,0.494,0.809,0.74,1.0,0.979,0.262,0.41,0.494,0.585,0.809,0.998,0.752,0.943,0.581,0.309,0.986,0.891,0.829,0.992,0.847,0.834,0.768,1.0,1.0
0.566,0.566,0.836,0.738,0.993,0.947,0.181,0.455,0.566,0.566,0.836,0.991,0.787,0.944,0.547,0.181,0.957,0.89,0.898,0.976,0.935,0.776,0.675,0.992,0.992
0.536,0.495,0.779,0.636,0.983,1.0,0.282,0.297,0.495,0.536,0.779,0.997,0.727,0.934,0.506,0.219,0.972,0.855,0.902,1.0,0.808,0.797,0.845,0.976,0.976
0.617,0.594,0.877,0.512,0.984,1.0,0.306,0.316,0.594,0.617,0.877,0.997,0.763,0.904,0.369,0.169,0.996,0.728,0.824,1.0,0.824,0.705,0.813,1.0,1.0
0.615,0.811,0.972,0.588,0.983,0.873,0.0,0.426,0.811,0.615,0.972,0.988,0.69,0.972,0.388,0.388,0.991,0.811,0.713,0.966,0.972,0.713,0.642,0.958,0.958
0.702,0.583,0.915,0.733,0.99,0.969,0.341,0.37,0.583,0.702,0.915,0.985,0.851,0.927,0.52,0.184,1.0,0.762,0.865,0.959,0.91,0.821,0.84,1.0,1.0
0.55,0.61,0.852,0.713,1.0,0.994,0.171,0.4,0.61,0.55,0.852,0.998,0.658,0.972,0.55,0.107,0.985,0.898,0.823,0.998,0.856,0.767,0.815,0.997,0.997
0.286,0.257,0.447,0.869,0.995,0.999,0.3,0.469,0.257,0.286,0.447,0.992,0.68,0.948,0.694,0.141,0.832,0.96,0.937,1.0,0.778,0.885,0.873,0.904,0.904
0.589,0.601,0.867,0.583,0.99,1.0,0.391,0.328,0.601,0.589,0.867,0.993,0.784,0.917,0.457,0.212,1.0,0.767,0.854,0.995,0.837,0.807,0.779,0.998,0.998
0.552,0.552,0.821,0.604,0.983,1.0,0.304,0.324,0.552,0.552,0.821,0.994,0.726,0.915,0.415,0.216,0.999,0.813,0.772,1.0,0.882,0.726,0.797,0.999,0.999
0.518,0.564,0.809,0.677,0.998,0.995,0.254,0.361,0.564,0.518,0.809,1.0,0.728,0.945,0.494,0.216,0.99,0.837,0.87,0.996,0.89,0.762,0.842,0.991,0.991
0.575,0.569,0.842,0.777,0.988,0.945,0.203,0.461,0.569,0.575,0.842,0.989,0.783,0.973,0.607,0.124,0.972,0.862,0.897,0.963,0.939,0.823,0.769,0.994,0.994
0.573,0.557,0.835,0.838,0.989,0.958,0.369,0.339,0.557,0.573,0.835,1.0,0.789,0.948,0.47,0.418,0.997,0.852,0.814,0.975,0.925,0.802,0.779,1.0,1.0
0.591,0.537,0.834,0.861,0.974,0.909,0.373,0.454,0.537,0.591,0.834,0.993,0.827,0.959,0.695,0.246,0.972,0.845,0.911,0.912,0.947,0.924,0.761,1.0,1.0
0.534,0.473,0.766,0.778,1.0,0.974,0.213,0.331,0.473,0.534,0.766,0.999,0.727,0.952,0.623,0.357,0.987,0.811,0.902,0.989,0.886,0.851,0.822,0.992,0.992
0.62,0.54,0.852,0.65,0.998,0.995,0.244,0.35,0.54,0.62,0.852,0.999,0.769,0.933,0.414,0.232,0.999,0.764,0.823,0.998,0.911,0.736,0.834,0.998,0.998
0.565,0.595,0.851,0.65,0.996,0.995,0.29,0.347,0.595,0.565,0.851,0.999,0.729,0.934,0.456,0.302,0.997,0.809,0.859,0.997,0.831,0.804,0.809,1.0,1.0
0.339,0.313,0.527,0.59,0.895,0.973,0.141,0.456,0.313,0.339,0.527,0.965,0.564,0.834,0.445,0.226,0.956,0.929,0.853,0.938,0.655,0.692,0.853,1.0,1.0
0.685,0.473,0.861,0.647,0.999,0.995,0.441,0.429,0.473,0.685,0.861,0.998,0.89,0.894,0.369,0.161,0.995,0.795,0.882,0.983,0.926,0.772,0.714,0.997,0.997
0.541,0.458,0.762,0.821,0.999,0.982,0.339,0.458,0.458,0.541,0.762,0.997,0.77,0.944,0.626,0.182,0.968,0.918,0.844,0.979,0.861,0.907,0.759,0.989,0.989
0.663,0.533,0.873,0.753,0.988,0.95,0.32,0.385,0.533,0.663,0.873,0.998,0.864,0.913,0.512,0.311,0.995,0.848,0.837,0.964,0.917,0.837,0.69,0.995,0.995
0.559,0.755,0.932,0.597,0.996,0.974,0.258,0.258,0.755,0.559,0.932,0.999,0.755,0.945,0.319,0.375,0.996,0.755,0.903,0.988,0.974,0.698,0.805,0.993,0.993
0.653,0.546,0.874,0.742,0.995,0.97,0.298,0.363,0.546,0.653,0.874,0.998,0.825,0.924,0.511,0.264,0.992,0.837,0.863,0.98,0.917,0.781,0.739,0.999,0.999
0.626,0.626,0.897,0.655,1.0,0.982,0.094,0.279,0.626,0.626,0.897,0.999,0.707,0.934,0.596,0.279,0.976,0.944,0.776,0.987,0.883,0.797,0.655,0.999,0.999
0.653,0.476,0.842,0.845,0.988,0.955,0.295,0.371,0.476,0.653,0.842,0.992,0.8,0.953,0.556,0.319,1.0,0.774,0.831,0.974,0.883,0.842,0.842,0.995,0.995
0.58,0.541,0.83,0.557,0.98,0.997,0.27,0.188,0.541,0.58,0.83,0.998,0.742,0.928,0.444,0.27,0.991,0.839,0.866,1.0,0.83,0.737,0.855,0.992,0.992
0.563,0.592,0.848,0.762,0.999,0.978,0.314,0.451,0.592,0.563,0.848,0.999,0.742,0.96,0.533,0.232,0.995,0.837,0.848,0.979,0.863,0.833,0.799,1.0,1.0
0.612,0.433,0.795,0.645,0.993,0.995,0.215,0.456,0.433,0.612,0.795,0.991,0.783,0.847,0.433,0.181,0.999,0.866,0.771,0.998,0.857,0.691,0.795,0.999,0.999
0.573,0.573,0.844,0.711,1.0,0.986,0.304,0.438,0.573,0.573,0.844,1.0,0.763,0.924,0.523,0.203,0.989,0.874,0.837,0.988,0.906,0.83,0.702,0.997,0.997
0.623,0.61,0.888,0.743,0.991,0.936,0.317,0.4,0.61,0.623,0.888,1.0,0.816,0.921,0.514,0.369,0.997,0.848,0.821,0.955,0.93,0.831,0.699,0.993,0.993
0.59,0.578,0.855,0.678,0.999,0.996,0.158,0.288,0.578,0.59,0.855,0.995,0.707,0.92,0.486,0.344,0.991,0.915,0.769,1.0,0.89,0.716,0.855,0.984,0.984
0.119,0.119,0.206,0.771,0.889,0.988,0.206,0.509,0.119,0.119,0.206,0.907,0.459,0.889,0.741,0.119,0.869,0.963,0.907,0.938,0.555,0.824,0.889,0.988,0.988
0.453,0.406,0.671,0.852,1.0,0.988,0.295,0.39,0.406,0.453,0.671,1.0,0.726,0.982,0.726,0.158,0.922,0.866,0.955,0.99,0.811,0.896,0.925,0.914,0.914
0.592,0.653,0.894,0.592,1.0,0.992,0.286,0.33,0.653,0.592,0.894,0.999,0.776,0.934,0.458,0.129,0.996,0.8,0.872,0.991,0.917,0.743,0.707,0.998,0.998
0.747,0.551,0.925,0.551,1.0,0.984,0.254,0.382,0.551,0.747,0.925,0.997,0.865,0.851,0.254,0.204,0.995,0.82,0.726,0.984,0.952,0.682,0.705,0.984,0.984
0.593,0.506,0.82,0.708,1.0,0.983,0.259,0.417,0.506,0.593,0.82,1.0,0.79,0.909,0.468,0.245,0.996,0.838,0.838,0.988,0.864,0.82,0.762,0.999,0.999
