ATC_C,ATC_H,ATC_N,ATC_O,ATC_S
26.11,13.5,52.88,7.12,0.39
26.66,13.26,52.69,7.24,0.15
26.6,13.24,52.26,7.53,0.37
25.42,13.84,52.95,7.63,0.15
26.0,13.1,52.93,7.63,0.34
25.32,13.23,53.23,7.49,0.73
26.14,12.92,53.35,7.45,0.13
26.53,13.08,53.23,6.86,0.3
26.29,13.61,52.64,7.16,0.3
26.87,13.24,52.44,7.19,0.26
26.28,13.72,52.67,7.1,0.22
25.78,12.98,53.52,7.56,0.15
26.65,13.88,51.74,7.54,0.19
26.09,13.96,52.01,7.73,0.21
26.02,13.37,52.88,7.59,0.13
26.45,13.47,52.61,7.32,0.14
27.23,13.14,52.53,6.92,0.18
26.8,13.51,52.18,7.35,0.16
25.96,13.43,52.71,7.54,0.35
26.46,13.5,52.21,7.67,0.16
26.38,13.35,52.87,7.16,0.24
26.81,13.12,52.79,7.09,0.2
26.88,13.47,52.48,6.9,0.28
26.38,13.21,52.87,7.27,0.27
26.72,13.38,52.35,7.25,0.31
26.34,13.28,52.5,7.43,0.45
26.68,13.59,52.56,6.9,0.27
27.48,13.29,51.9,7.06,0.26
26.32,13.47,52.64,7.33,0.24
26.88,12.78,52.81,7.42,0.11
26.16,13.64,53.01,6.99,0.2
27.15,12.5,53.11,6.99,0.25
27.24,12.93,52.29,7.37,0.16
26.88,13.46,52.15,7.33,0.19
27.26,12.9,52.39,7.09,0.36
25.96,13.52,52.84,7.57,0.12
26.49,13.04,52.56,7.68,0.23
25.57,14.52,52.64,7.23,0.05
26.28,13.61,52.98,6.99,0.14
26.88,14.29,52.0,6.74,0.1
25.98,12.78,54.11,6.87,0.27
25.86,13.14,53.24,7.65,0.11
26.96,13.27,52.32,7.35,0.09
26.29,13.22,52.71,7.64,0.14
25.85,13.17,53.57,7.26,0.15
26.37,13.34,53.22,6.83,0.24
26.71,13.5,52.37,7.13,0.29
26.95,13.56,52.2,7.16,0.13
27.06,13.37,52.0,7.37,0.2
26.47,13.34,52.41,7.57,0.2
25.9,14.06,52.81,7.0,0.24
26.16,13.18,53.14,7.22,0.29
26.43,14.23,52.42,6.77,0.15
25.96,13.57,52.85,7.39,0.24
26.67,12.85,53.25,6.95,0.27
25.79,13.94,52.83,7.35,0.09
26.76,13.6,52.05,7.44,0.15
26.09,11.79,53.06,8.98,0.09
26.88,14.11,51.62,7.23,0.15
26.92,13.32,52.54,6.89,0.32
26.67,13.4,52.82,6.99,0.12
26.89,13.61,52.12,7.23,0.15
26.69,13.35,52.48,7.26,0.22
27.18,12.96,53.01,6.58,0.28
26.55,13.37,52.31,7.59,0.17
26.06,13.74,52.48,7.22,0.5
25.94,13.24,53.54,7.2,0.07
24.81,13.04,53.52,8.42,0.22
26.74,13.51,52.44,7.18,0.13
26.33,13.37,52.68,7.31,0.3
26.25,13.72,51.95,7.8,0.29
27.97,12.71,52.4,6.76,0.16
26.14,13.16,53.17,7.39,0.15
27.01,12.8,52.53,7.35,0.29
25.8,13.48,53.26,7.2,0.25
26.51,13.19,53.21,6.91,0.19
25.9,12.73,52.35,8.53,0.49
25.74,11.97,53.72,8.44,0.13
26.75,13.1,52.83,7.03,0.3
27.34,13.32,51.65,7.56,0.13
26.83,13.34,52.2,7.48,0.14
26.32,12.89,53.29,7.35,0.15
26.58,13.17,52.57,7.42,0.26
26.39,13.29,53.04,7.01,0.28
26.89,12.96,52.79,7.18,0.18
27.22,13.81,51.51,7.32,0.14
26.49,13.08,53.05,7.18,0.2
26.08,13.62,52.28,7.86,0.16
25.93,13.99,51.94,8.04,0.1
26.77,12.6,53.61,6.9,0.12
26.45,13.62,52.68,7.1,0.15
26.4,13.75,51.83,7.79,0.23
26.87,12.96,52.96,7.11,0.09
26.34,13.37,52.97,7.12,0.21
26.65,13.35,52.51,7.32,0.18
26.65,13.05,52.62,7.49,0.21
26.25,13.52,52.32,7.69,0.22
26.44,12.96,52.84,7.49,0.26
26.1,13.17,53.4,7.07,0.27
26.98,13.07,52.13,7.43,0.4
26.54,13.25,52.91,7.12,0.18
27.08,13.51,52.56,6.71,0.14
25.85,12.83,53.54,7.74,0.04
26.22,13.2,52.69,7.73,0.15
26.58,12.66,53.42,7.17,0.16
26.82,13.23,52.47,7.37,0.11
26.79,13.12,52.91,7.05,0.12
26.43,12.96,52.81,7.53,0.26
27.25,13.22,52.21,7.1,0.21
26.96,12.97,52.51,7.37,0.19
26.41,13.18,52.68,7.58,0.15
26.13,13.25,53.29,7.11,0.22
26.12,13.3,52.95,7.48,0.15
26.09,13.65,52.75,7.33,0.18
26.19,13.03,52.94,7.65,0.19
26.6,13.43,53.16,6.68,0.14
27.0,13.07,52.52,7.29,0.12
26.12,12.98,53.08,7.53,0.28
26.68,13.47,52.48,7.23,0.13
26.93,13.02,53.2,6.75,0.09
26.79,13.05,53.01,6.87,0.27
25.68,14.49,52.65,6.99,0.19
25.98,14.13,51.85,7.82,0.22
26.32,13.25,52.78,7.28,0.36
27.41,12.76,52.96,6.76,0.11
26.83,13.15,52.72,7.06,0.25
27.42,12.61,52.96,6.88,0.13
26.8,13.37,52.96,6.55,0.32
27.51,13.33,52.23,6.8,0.14
26.66,13.48,52.11,7.55,0.21
26.51,13.3,52.54,7.41,0.24
27.14,13.11,53.35,6.22,0.18
26.26,13.42,52.88,7.22,0.22
26.63,13.28,52.78,7.05,0.26
25.79,12.28,53.85,7.97,0.12
26.64,13.38,52.56,7.3,0.12
26.76,13.6,52.29,7.17,0.18
27.07,13.37,52.52,6.96,0.08
26.53,13.45,52.61,7.3,0.1
27.0,12.73,52.37,7.66,0.25
26.37,13.66,52.32,7.51,0.14
26.16,13.3,52.81,7.46,0.27
26.12,13.58,52.74,7.37,0.19
26.14,13.66,52.55,7.51,0.15
26.21,13.69,52.66,7.33,0.11
26.52,13.34,52.5,7.45,0.19
26.31,14.0,52.45,7.06,0.18
26.23,13.24,52.79,7.56,0.18
25.9,13.36,53.3,7.22,0.22
26.81,12.74,52.89,7.45,0.11
27.47,13.51,51.82,6.94,0.27
26.72,13.23,52.45,7.4,0.21
26.1,13.25,53.45,6.93,0.26
26.04,13.11,53.0,7.55,0.3
26.83,13.45,52.96,6.73,0.03
26.28,13.77,52.33,7.5,0.13
26.38,13.9,52.27,7.22,0.22
26.33,13.19,52.96,7.4,0.11
26.9,13.63,52.06,7.13,0.28
26.31,12.96,52.88,7.71,0.14
26.09,13.21,52.71,7.7,0.29
26.75,12.8,53.11,7.19,0.15
26.59,13.06,53.39,6.69,0.27
25.43,13.95,52.35,7.72,0.56
26.71,13.96,52.2,6.9,0.23
26.46,13.98,51.9,7.46,0.2
25.83,11.77,53.75,8.46,0.19
26.04,13.57,52.83,7.39,0.17
26.22,13.9,52.2,7.46,0.23
26.16,13.52,52.81,7.25,0.26
26.18,13.18,53.13,7.17,0.35
26.7,13.8,52.06,7.29,0.16
27.26,12.66,52.41,7.44,0.24
25.75,13.22,53.43,7.31,0.29
26.53,12.9,53.49,6.91,0.17
26.49,13.28,52.58,7.3,0.36
26.33,13.36,52.88,7.13,0.29
27.03,13.18,52.75,6.95,0.08
26.72,13.19,52.84,7.07,0.18
26.53,13.07,53.29,6.81,0.29
26.12,14.29,52.21,7.25,0.12
27.15,13.21,52.23,7.22,0.18
27.55,13.0,52.4,6.98,0.08
26.84,13.36,52.72,6.92,0.15
26.13,12.54,53.04,7.91,0.39
27.39,13.2,52.34,6.94,0.13
26.95,13.61,52.1,7.16,0.18
26.43,13.25,52.85,7.26,0.21
26.57,12.77,53.7,6.86,0.1
26.15,13.29,53.03,7.32,0.21
26.11,13.37,52.94,7.16,0.43
26.37,13.36,53.21,6.88,0.18
26.33,13.48,52.58,7.39,0.21
26.4,13.18,53.23,6.98,0.22
27.22,13.34,51.84,7.46,0.14
25.95,13.29,52.77,7.8,0.19
26.16,14.03,52.1,7.62,0.1
26.62,13.43,52.57,7.13,0.25
26.01,13.39,52.85,7.59,0.16
26.55,13.08,52.72,7.32,0.32
26.29,13.32,52.53,7.59,0.27
27.58,12.89,52.28,7.17,0.09
27.04,12.83,52.96,6.99,0.17
26.72,12.7,53.3,7.08,0.2
27.05,13.46,51.76,7.62,0.11
27.58,12.92,52.22,7.01,0.26
26.29,12.71,52.66,8.0,0.33
26.38,12.95,53.02,7.18,0.47
24.62,13.49,53.74,7.69,0.46
27.09,13.33,52.03,7.36,0.19
26.24,13.49,52.72,7.36,0.19
27.46,13.29,51.62,7.41,0.23
28.17,13.23,51.74,6.76,0.11
25.95,13.16,53.23,7.49,0.18
27.14,13.06,52.54,7.12,0.15
26.66,13.27,52.25,7.5,0.31
26.29,13.64,51.98,7.64,0.45
26.46,12.77,53.35,7.27,0.15
27.13,13.05,52.29,7.3,0.24
26.93,12.94,52.42,7.55,0.16
25.45,14.57,52.18,7.78,0.02
25.98,13.36,53.43,6.87,0.37
26.46,13.4,52.51,7.42,0.21
27.12,12.81,52.74,7.18,0.15
27.28,13.04,52.39,7.04,0.24
26.24,13.8,52.36,7.33,0.26
27.18,12.95,52.36,7.36,0.15
26.5,13.38,51.74,8.02,0.35
26.62,13.42,52.46,7.19,0.32
26.8,12.96,53.15,6.93,0.16
26.71,13.0,53.48,6.63,0.18
26.3,13.47,52.6,7.47,0.16
26.61,13.13,52.94,7.03,0.3
25.92,12.91,54.09,6.86,0.22
26.55,13.25,53.12,6.91,0.17
27.19,12.91,52.52,7.24,0.13
26.48,13.46,52.6,7.21,0.26
25.31,13.34,53.42,7.46,0.46
26.68,13.18,53.04,6.95,0.15
25.78,13.52,53.44,7.15,0.11
26.6,13.23,52.73,7.31,0.13
25.87,12.74,53.89,7.42,0.08
26.87,14.06,51.86,7.14,0.08
26.39,13.44,52.76,7.3,0.11
26.24,13.76,53.0,6.89,0.11
26.76,13.14,52.58,7.34,0.18
26.95,12.96,52.93,6.87,0.29
27.14,13.12,52.65,6.93,0.15
26.06,13.74,51.69,7.68,0.83
26.4,13.21,53.14,6.96,0.29
27.64,12.39,52.76,7.11,0.11
26.42,13.17,53.31,6.86,0.23
27.17,13.12,52.55,6.82,0.34
25.2,12.82,54.29,7.6,0.09
26.27,13.2,53.21,7.13,0.19
26.27,12.52,53.87,7.07,0.28
27.08,13.91,51.74,7.09,0.17
26.48,13.76,52.7,6.94,0.11
26.83,13.63,52.12,7.12,0.31
26.54,12.8,52.84,7.59,0.22
26.42,13.01,52.79,7.54,0.24
25.73,13.3,52.86,7.96,0.15
27.05,12.97,52.87,6.98,0.13
26.24,13.3,52.69,7.59,0.17
26.96,13.01,52.53,7.35,0.16
27.12,12.53,52.82,7.26,0.27
26.38,12.94,53.02,7.53,0.13
26.87,12.6,53.64,6.74,0.16
25.99,13.48,52.79,7.54,0.19
26.15,13.64,52.61,7.29,0.31
27.17,13.32,52.19,7.13,0.19
26.97,13.83,52.04,7.07,0.1
26.36,12.84,53.59,6.99,0.23
26.98,13.53,52.42,6.95,0.12
25.71,12.72,53.91,7.48,0.17
26.31,13.08,53.34,7.03,0.24
26.44,13.25,53.04,7.1,0.18
26.51,13.31,52.58,7.4,0.21
27.98,13.25,51.96,6.67,0.14
26.19,13.26,52.29,7.69,0.57
26.35,13.54,52.39,7.29,0.43
27.01,13.28,52.44,7.12,0.16
27.22,13.14,52.28,7.12,0.23
26.35,13.6,52.82,7.01,0.22
26.51,12.84,53.28,7.17,0.2
27.78,12.92,52.17,7.0,0.12
26.7,13.06,52.59,7.36,0.3
26.04,13.24,52.91,7.55,0.27
27.23,13.25,52.07,7.25,0.19
26.79,12.72,52.38,7.86,0.25
26.52,13.44,52.59,7.33,0.11
25.89,13.31,53.34,7.27,0.18
26.3,13.51,52.6,7.51,0.08
26.52,13.46,52.57,7.26,0.19
27.2,13.03,52.97,6.74,0.06
26.51,13.89,51.86,7.6,0.14
26.37,13.5,52.96,6.98,0.19
26.13,13.16,52.81,7.74,0.16
26.46,13.26,53.35,6.76,0.17
27.55,12.23,53.74,6.28,0.2
26.69,13.43,52.24,7.39,0.25
27.69,13.15,52.03,6.99,0.13
26.39,12.86,52.81,7.73,0.21
26.2,13.69,52.73,7.29,0.08
26.54,13.12,52.8,7.27,0.27
25.81,12.24,53.57,8.33,0.05
26.69,12.81,53.01,7.12,0.36
27.65,12.78,52.7,6.75,0.11
26.28,12.75,53.5,7.41,0.06
26.21,13.21,53.42,7.03,0.14
26.65,13.62,52.26,7.24,0.22
26.19,13.81,52.33,7.43,0.24
26.21,13.28,53.21,7.08,0.22
27.32,12.6,53.03,6.88,0.18
26.06,12.96,53.52,7.26,0.2
26.52,13.46,52.7,7.1,0.21
25.96,13.13,53.92,6.81,0.17
26.31,13.95,52.36,7.26,0.12
26.98,12.73,52.81,7.31,0.17
27.12,13.2,52.25,7.27,0.17
26.17,14.41,52.73,6.5,0.19
26.4,14.54,51.76,7.15,0.15
25.96,13.8,52.76,7.28,0.2
26.26,13.73,52.69,7.23,0.08
26.67,12.8,53.27,7.13,0.13
26.91,13.14,52.67,7.22,0.06
27.43,13.07,52.23,7.13,0.13
26.32,13.1,52.67,7.62,0.28
25.6,13.39,53.57,7.35,0.08
26.73,13.62,52.22,7.12,0.31
26.92,13.42,52.32,7.15,0.2
26.41,13.03,53.23,7.06,0.27
27.03,13.02,52.35,7.35,0.25
26.81,13.16,52.84,7.04,0.14
26.08,13.04,53.2,7.49,0.2
26.15,13.07,52.96,7.32,0.5
26.65,13.26,52.72,7.15,0.22
27.15,12.69,53.44,6.52,0.2
26.29,13.54,52.67,7.29,0.23
26.55,13.64,52.58,7.14,0.08
26.58,13.28,52.84,7.12,0.18
26.68,13.08,52.74,7.19,0.31
26.43,13.51,52.47,7.3,0.29
26.18,13.29,53.21,7.17,0.16
26.84,13.57,52.22,7.11,0.25
25.34,12.76,53.88,7.98,0.04
25.64,14.05,52.42,7.81,0.08
24.94,13.0,53.51,8.31,0.23
26.31,13.3,52.93,7.27,0.19
26.26,13.92,52.77,6.77,0.28
25.62,13.43,53.39,7.25,0.3
26.45,13.68,52.1,7.46,0.31
27.21,13.93,51.3,7.4,0.16
25.37,12.85,53.73,8.0,0.04
26.64,13.52,52.37,7.18,0.29
25.94,13.53,53.02,7.3,0.22
27.52,13.52,51.72,6.76,0.47
26.0,13.57,52.83,7.33,0.27
26.53,13.41,52.53,7.34,0.18
26.29,13.53,52.54,7.43,0.22
25.44,13.76,53.14,7.32,0.35
26.48,13.19,52.75,7.45,0.13
27.08,12.97,52.67,7.18,0.1
26.7,13.05,52.61,7.43,0.21
26.87,12.94,52.97,6.98,0.24
26.26,13.49,52.52,7.55,0.17
27.0,13.24,52.5,7.07,0.19
24.71,15.23,51.05,7.76,1.25
26.07,13.39,53.21,7.11,0.23
26.88,15.11,51.6,6.35,0.06
26.99,13.68,52.01,7.16,0.16
26.46,12.92,53.21,7.11,0.3
27.01,13.86,51.99,6.92,0.23
26.96,12.58,52.76,7.53,0.16
25.88,13.37,53.27,7.24,0.24
26.97,13.64,51.74,7.28,0.37
26.21,13.83,52.1,7.59,0.27
26.72,13.55,52.46,7.09,0.18
27.13,12.89,52.84,6.99,0.14
26.67,12.93,53.3,6.97,0.12
26.03,13.07,53.63,7.07,0.2
26.29,12.95,53.54,7.01,0.21
26.05,13.98,52.63,7.1,0.23
26.4,13.6,52.75,6.97,0.28
26.16,13.3,52.95,7.32,0.28
26.19,13.71,52.82,7.03,0.25
26.53,13.09,52.82,7.38,0.17
26.79,13.11,52.76,7.18,0.16
26.87,13.3,52.77,6.81,0.25
26.92,13.06,52.27,7.46,0.29
26.12,13.21,53.5,6.98,0.18
25.72,13.87,52.68,7.54,0.2
26.75,13.38,52.7,6.95,0.22
26.83,13.71,52.17,7.03,0.27
27.8,12.66,52.65,6.49,0.4
25.63,13.78,53.1,7.09,0.4
26.38,13.65,52.63,7.1,0.24
26.45,13.0,52.97,7.29,0.29
26.09,12.5,54.06,7.24,0.11
26.47,13.46,52.5,7.18,0.37
27.63,13.01,52.21,6.81,0.33
26.8,13.64,52.31,7.04,0.21
26.56,13.26,52.84,7.03,0.31
26.94,13.19,52.72,6.86,0.29
26.54,13.59,52.61,7.13,0.13
27.0,13.05,52.95,6.85,0.15
26.95,13.08,52.31,7.43,0.24
26.33,14.75,52.13,6.69,0.1
26.11,12.87,53.21,7.57,0.25
26.43,13.08,53.44,6.85,0.19
26.76,13.1,52.8,7.12,0.22
28.07,12.16,52.84,6.64,0.29
26.05,13.47,52.77,7.58,0.13
27.24,13.23,52.12,7.22,0.2
26.38,13.15,53.22,7.1,0.16
26.62,13.47,52.3,7.42,0.19
27.2,14.02,51.67,7.02,0.1
26.84,13.03,53.16,6.77,0.2
26.5,13.48,52.42,7.27,0.33
26.81,13.29,52.3,7.44,0.16
26.03,13.52,52.38,7.81,0.25
26.13,13.28,53.57,6.75,0.27
26.97,12.23,54.61,6.03,0.17
27.4,13.13,51.81,7.47,0.19
26.68,12.22,53.21,7.7,0.19
26.68,13.09,52.57,7.4,0.26
26.26,13.46,52.76,7.36,0.17
26.88,13.6,52.1,7.28,0.14
25.94,13.42,53.38,7.05,0.22
26.63,12.97,52.77,7.51,0.12
26.82,13.19,52.71,7.0,0.27
26.88,13.31,51.88,7.68,0.26
26.72,13.2,52.69,7.22,0.18
26.66,13.68,52.97,6.44,0.25
27.29,13.53,52.02,6.96,0.2
26.76,13.3,52.71,7.1,0.12
26.73,13.2,52.68,7.14,0.26
25.96,13.5,52.99,7.41,0.15
26.17,13.74,52.64,7.26,0.2
26.21,13.85,52.44,7.38,0.13
26.56,13.81,52.01,7.3,0.32
26.56,13.13,52.59,7.54,0.18
26.08,14.68,52.56,6.68,0.0
26.48,13.26,52.82,7.19,0.26
26.54,12.88,52.7,7.7,0.18
26.8,13.1,52.56,7.43,0.11
26.44,13.46,52.94,6.99,0.17
26.01,13.44,53.03,7.33,0.19
26.37,13.63,52.34,7.45,0.2
27.35,12.75,52.64,7.13,0.13
26.46,14.07,52.15,6.97,0.34
26.49,11.94,53.99,7.36,0.23
26.87,13.54,52.41,7.0,0.17
26.78,13.18,52.62,7.27,0.16
26.96,13.23,52.16,7.47,0.18
26.36,13.27,53.11,7.16,0.09
25.3,12.65,53.09,8.77,0.18
26.42,13.57,52.3,7.38,0.33
26.25,12.92,53.46,7.13,0.23
27.15,12.66,53.08,6.89,0.22
26.49,13.3,52.52,7.58,0.11
25.52,14.22,52.37,7.7,0.18
26.77,13.21,52.61,7.26,0.15
26.4,12.78,52.92,7.65,0.25
26.7,13.08,52.58,7.44,0.2
26.64,13.01,53.12,7.07,0.15
26.7,12.51,53.45,7.21,0.14
26.78,13.68,52.32,7.06,0.17
26.6,13.04,52.41,7.68,0.27
26.53,12.97,53.11,7.17,0.22
27.15,14.23,52.04,6.46,0.12
26.99,12.83,53.44,6.54,0.2
27.21,13.16,52.28,7.12,0.23
27.17,13.23,52.53,6.95,0.12
26.72,13.17,52.77,7.07,0.27
26.7,13.1,52.92,7.07,0.21
26.6,13.24,52.97,7.07,0.13
26.19,13.32,52.97,7.37,0.16
26.25,13.52,53.33,6.71,0.18
27.05,12.97,52.93,6.81,0.24
27.16,13.51,52.01,7.11,0.21
26.7,13.34,52.58,7.15,0.22
26.24,13.35,52.74,7.42,0.25
27.24,12.74,52.73,7.07,0.22
27.05,13.11,52.71,6.95,0.18
25.85,13.41,53.25,7.24,0.25
27.02,13.43,52.63,6.76,0.17
26.52,13.17,52.51,7.61,0.19
26.41,13.41,52.39,7.51,0.28
25.88,13.21,52.95,7.78,0.18
26.03,13.69,52.97,7.15,0.16
26.59,13.27,53.02,6.9,0.22
26.07,13.55,52.81,7.34,0.23
26.58,13.45,52.82,6.82,0.32
26.21,13.71,51.71,8.09,0.28
27.41,13.55,52.02,6.64,0.38
26.77,12.98,52.79,7.25,0.21
25.95,14.01,52.44,7.34,0.26
27.45,12.63,52.58,7.13,0.21
26.26,13.59,52.81,7.14,0.2
26.62,13.15,52.67,7.26,0.29
26.08,13.29,53.1,7.24,0.29
26.37,14.14,51.98,7.43,0.08
26.65,12.54,53.64,6.99,0.17
26.92,12.69,52.37,7.73,0.29
26.09,13.17,53.16,7.37,0.2
26.85,13.3,52.05,7.56,0.24
26.69,13.08,52.92,7.13,0.18
26.3,13.5,52.68,7.29,0.22
27.31,13.78,51.52,7.28,0.11
26.27,13.34,53.02,7.13,0.23
26.62,13.12,52.62,7.48,0.16
24.83,10.81,54.47,9.35,0.53
25.53,12.42,53.64,8.25,0.15
26.42,13.68,52.23,7.28,0.38
26.7,12.83,53.17,7.14,0.16
26.18,13.48,52.03,7.76,0.55
26.19,13.94,52.01,7.69,0.17
27.07,13.21,52.3,7.22,0.2
26.07,13.47,52.42,7.8,0.25
27.44,13.27,52.0,7.01,0.28
26.51,13.75,52.55,7.0,0.19
26.59,12.64,53.08,7.47,0.22
25.9,14.29,52.45,7.33,0.03
25.79,12.18,53.26,8.64,0.12
27.14,12.67,53.29,6.73,0.17
26.42,13.13,52.99,7.27,0.19
27.03,13.05,52.66,7.05,0.21
26.81,13.18,52.56,7.3,0.15
26.98,12.63,53.33,6.91,0.15
27.0,13.24,52.13,7.47,0.16
27.03,12.54,52.9,7.39,0.14
26.11,13.43,52.87,7.38,0.21
26.26,13.38,53.02,6.97,0.37
26.47,13.41,52.3,7.42,0.41
26.92,13.19,52.78,7.01,0.1
26.18,13.49,53.02,7.17,0.14
26.59,13.53,52.65,6.94,0.28
26.69,13.27,52.64,7.19,0.22
26.36,13.5,52.5,7.42,0.21
25.88,14.91,51.83,7.28,0.09
25.95,14.41,52.11,7.42,0.1
26.02,13.59,53.48,6.72,0.18
26.29,14.07,52.54,7.05,0.05
26.69,12.9,53.25,6.88,0.29
26.06,14.04,51.82,7.91,0.17
26.1,13.38,53.09,7.34,0.09
26.28,13.19,52.8,7.58,0.16
26.19,13.69,52.98,7.03,0.11
27.76,13.09,51.57,7.12,0.46
26.36,13.29,52.79,7.34,0.22
27.29,13.23,51.92,7.39,0.16
26.39,13.53,52.66,7.1,0.32
26.38,13.24,53.09,6.98,0.31
27.1,13.2,52.21,7.16,0.32
25.71,13.86,52.9,7.2,0.32
26.56,13.09,52.14,7.98,0.23
26.78,13.36,52.24,7.37,0.25
26.38,13.12,53.09,7.23,0.18
25.69,13.39,53.25,7.45,0.22
27.23,12.97,52.51,7.12,0.16
25.85,13.4,52.98,7.55,0.22
26.05,13.96,52.07,7.64,0.29
26.65,13.68,52.12,7.47,0.08
26.63,13.75,52.55,6.93,0.15
26.47,13.86,52.34,7.2,0.12
26.64,13.49,52.45,7.09,0.32
26.43,13.36,52.85,7.1,0.27
26.49,13.71,52.27,7.35,0.17
25.67,13.33,52.88,7.82,0.3
26.8,12.92,52.84,7.21,0.24
26.91,13.06,52.43,7.3,0.29
27.08,12.83,53.02,6.82,0.24
26.24,13.5,52.53,7.51,0.21
26.16,13.44,52.85,7.4,0.14
26.58,13.17,52.57,7.42,0.26
26.24,13.08,52.6,7.97,0.11
26.32,13.36,52.88,7.3,0.13
27.04,12.71,53.52,6.65,0.08
26.34,11.94,54.15,7.47,0.09
27.12,13.72,51.89,7.11,0.16
25.93,13.21,53.34,7.36,0.15
27.22,12.88,52.59,7.11,0.2
26.27,13.2,52.94,7.35,0.25
25.95,13.3,53.21,7.41,0.12
26.32,13.44,52.68,7.44,0.12
26.38,14.23,51.8,7.39,0.19
26.44,13.41,53.09,6.87,0.19
26.92,12.87,53.31,6.72,0.19
26.75,13.39,52.23,7.47,0.16
26.11,13.86,52.65,7.27,0.11
27.51,12.81,52.32,7.06,0.31
26.89,13.33,52.84,6.82,0.12
25.58,13.95,52.61,7.72,0.14
26.13,13.83,52.96,6.95,0.12
26.11,13.11,53.55,7.11,0.12
26.6,13.55,52.5,7.19,0.15
26.01,13.23,53.21,7.34,0.21
26.79,12.77,53.02,7.26,0.16
26.49,13.61,52.79,6.9,0.21
26.97,13.65,51.73,7.49,0.16
26.98,13.43,52.46,6.9,0.24
26.63,13.7,52.08,7.35,0.24
26.65,13.47,52.23,7.33,0.33
26.61,13.72,52.1,7.45,0.12
26.41,13.04,52.99,7.28,0.28
26.92,13.36,52.44,7.08,0.2
27.06,13.77,51.95,7.02,0.2
25.69,15.15,52.49,6.5,0.17
27.12,13.32,52.18,7.17,0.22
26.87,13.07,52.64,7.32,0.1
26.17,13.47,53.09,6.96,0.32
26.65,12.99,52.36,7.71,0.29
27.08,13.21,52.28,7.22,0.23
26.9,13.2,52.64,7.13,0.12
23.69,17.36,52.03,6.91,0.01
25.89,13.06,53.74,7.2,0.12
27.71,13.43,52.4,6.41,0.04
26.4,13.33,52.04,7.93,0.3
27.11,12.79,52.88,7.06,0.16
26.64,12.99,53.14,7.02,0.21
25.84,13.59,52.85,7.45,0.27
26.37,12.93,52.65,7.82,0.23
26.36,12.41,53.36,7.78,0.08
26.88,12.87,52.85,7.28,0.11
25.95,13.73,52.75,7.46,0.12
26.2,13.3,53.01,7.32,0.17
26.57,13.39,52.59,7.26,0.19
25.75,13.77,52.59,7.74,0.15
26.64,13.44,52.69,7.1,0.13
27.87,12.87,52.4,6.74,0.11
27.32,13.35,52.17,6.97,0.19
26.8,12.91,53.03,7.14,0.13
26.41,13.86,52.06,7.54,0.13
26.05,14.05,52.23,7.52,0.16
26.46,13.63,53.02,6.83,0.05
26.1,13.77,52.81,7.11,0.19
26.67,13.32,52.1,7.74,0.17
26.4,13.36,52.94,7.03,0.28
26.7,13.23,52.83,6.95,0.28
27.0,12.64,53.11,6.86,0.38
26.41,13.38,52.24,7.77,0.21
26.94,12.88,52.84,7.2,0.15
26.94,13.02,52.47,7.32,0.26
26.59,13.2,52.88,7.11,0.22
26.23,13.33,52.82,7.4,0.22
26.66,13.28,52.44,7.33,0.28
27.28,13.43,51.61,7.47,0.22
26.84,13.7,51.54,7.77,0.16
26.78,13.34,52.33,7.39,0.16
26.6,13.6,52.56,7.07,0.17
26.11,13.99,52.53,7.11,0.25
26.97,12.93,52.64,7.23,0.23
26.81,12.66,52.88,7.55,0.1
25.92,13.73,52.39,7.63,0.33
26.54,13.91,51.94,7.35,0.26
26.42,13.68,52.48,7.16,0.26
26.59,13.15,52.5,7.45,0.3
26.55,12.85,53.19,7.18,0.23
26.47,13.1,53.12,7.11,0.21
25.66,14.4,52.21,7.28,0.45
26.77,13.04,52.89,6.97,0.33
26.96,12.93,52.46,7.43,0.22
26.36,13.32,52.84,7.33,0.16
26.47,12.72,53.77,6.85,0.19
26.7,13.05,52.38,7.75,0.12
26.35,13.53,52.54,7.35,0.23
26.59,12.91,52.6,7.6,0.3
26.8,12.64,52.95,7.36,0.25
26.01,13.3,52.82,7.71,0.17
25.87,12.85,54.06,7.04,0.19
25.77,14.48,52.34,7.23,0.17
27.36,13.21,51.8,7.44,0.19
26.66,13.37,52.4,7.25,0.32
26.87,13.03,52.61,7.21,0.28
26.29,13.98,52.48,6.98,0.26
26.33,13.39,52.74,7.37,0.17
26.47,13.07,53.06,7.23,0.17
26.99,13.78,51.66,7.32,0.24
26.59,12.96,53.09,7.25,0.11
26.52,13.23,52.68,7.32,0.25
25.87,13.04,53.25,7.62,0.22
26.62,13.59,52.92,6.78,0.1
26.39,13.3,52.69,7.46,0.17
26.78,12.96,53.19,6.93,0.14
26.92,13.2,52.77,6.87,0.24
27.12,13.39,51.83,7.53,0.14
26.56,12.95,53.56,6.84,0.09
26.06,13.36,53.17,7.24,0.18
27.0,12.79,52.77,7.18,0.25
25.6,14.11,52.56,7.55,0.19
26.73,12.96,52.49,7.57,0.25
26.38,13.46,52.55,7.34,0.27
26.74,12.85,53.12,7.05,0.24
26.83,13.63,51.76,7.42,0.38
26.37,13.26,53.03,7.18,0.16
25.97,13.92,52.35,7.53,0.23
25.95,13.19,53.17,7.57,0.12
