PCP_PC,PCP_NC,PCP_NE,PCP_PO,PCP_NP,PCP_AL,PCP_CY,PCP_AR,PCP_AC,PCP_BS,PCP_NE_pH,PCP_HB,PCP_HL,PCP_NT,PCP_HX,PCP_SC,PCP_SS_HE,PCP_SS_ST,PCP_SS_CO,PCP_SA_BU,PCP_SA_EX,PCP_SA_IN,PCP_TN,PCP_SM,PCP_LR,PCP_Z1,PCP_Z2,PCP_Z3,PCP_Z4,PCP_Z5
0.176,0.222,0.602,0.083,0.481,0.361,0.037,0.102,0.222,0.176,0.602,0.491,0.25,0.306,0.028,0.065,0.546,0.278,0.176,0.454,0.407,0.102,0.13,0.333,0.667,0.067,-0.119,-0.455,-0.459,-0.049
0.112,0.157,0.731,0.266,0.415,0.356,0.042,0.068,0.157,0.112,0.731,0.467,0.205,0.4,0.133,0.089,0.349,0.309,0.341,0.436,0.336,0.229,0.293,0.584,0.416,0.552,-0.517,0.137,-0.531,-0.059
0.088,0.085,0.828,0.255,0.485,0.399,0.038,0.122,0.085,0.088,0.828,0.481,0.213,0.384,0.166,0.017,0.312,0.332,0.356,0.431,0.293,0.289,0.243,0.591,0.409,0.118,-0.538,-0.118,-0.509,-0.004
0.111,0.13,0.759,0.203,0.513,0.453,0.034,0.098,0.13,0.111,0.759,0.476,0.188,0.363,0.1,0.019,0.438,0.286,0.276,0.468,0.312,0.212,0.254,0.498,0.502,0.102,-0.598,-0.306,-0.567,0.141
0.162,0.179,0.658,0.188,0.436,0.368,0.009,0.051,0.179,0.162,0.658,0.47,0.205,0.333,0.103,0.085,0.504,0.282,0.214,0.444,0.325,0.205,0.239,0.453,0.547,0.305,-0.516,-0.228,-0.502,0.007
0.137,0.122,0.741,0.183,0.529,0.468,0.019,0.057,0.122,0.137,0.741,0.483,0.186,0.373,0.106,0.046,0.498,0.251,0.251,0.487,0.251,0.205,0.297,0.521,0.479,0.318,-0.821,-0.419,-0.473,0.107
0.107,0.159,0.734,0.175,0.516,0.452,0.063,0.079,0.159,0.107,0.734,0.544,0.214,0.349,0.111,0.012,0.456,0.298,0.246,0.448,0.329,0.226,0.214,0.528,0.472,0.127,-0.497,-0.28,-0.555,0.208
0.13,0.138,0.732,0.199,0.5,0.424,0.08,0.091,0.138,0.13,0.732,0.504,0.243,0.333,0.109,0.04,0.391,0.29,0.319,0.431,0.333,0.254,0.203,0.514,0.486,0.001,-0.355,-0.161,-0.436,0.19
0.095,0.108,0.797,0.306,0.452,0.377,0.045,0.086,0.108,0.095,0.797,0.527,0.18,0.386,0.167,0.098,0.35,0.338,0.312,0.458,0.247,0.294,0.311,0.606,0.394,0.253,-0.662,0.122,-0.438,-0.078
0.099,0.145,0.756,0.219,0.481,0.421,0.073,0.078,0.145,0.099,0.756,0.519,0.228,0.387,0.145,0.02,0.366,0.312,0.322,0.406,0.349,0.273,0.192,0.568,0.432,0.162,-0.511,-0.189,-0.612,0.153
0.209,0.089,0.702,0.156,0.524,0.453,0.098,0.071,0.089,0.209,0.702,0.489,0.329,0.298,0.093,0.036,0.533,0.182,0.284,0.4,0.298,0.28,0.284,0.524,0.476,0.474,-0.388,-0.335,-0.02,0.289
0.138,0.125,0.738,0.204,0.471,0.375,0.017,0.1,0.125,0.138,0.738,0.446,0.217,0.346,0.104,0.046,0.488,0.25,0.262,0.417,0.321,0.229,0.238,0.467,0.533,0.253,-0.378,-0.294,-0.441,0.057
0.142,0.123,0.735,0.232,0.471,0.419,0.071,0.065,0.123,0.142,0.735,0.49,0.245,0.381,0.142,0.045,0.4,0.284,0.316,0.406,0.323,0.29,0.219,0.535,0.465,0.208,-0.564,-0.247,-0.418,0.128
0.12,0.14,0.74,0.182,0.55,0.508,0.07,0.085,0.14,0.12,0.74,0.539,0.198,0.345,0.097,0.008,0.453,0.291,0.256,0.481,0.287,0.233,0.217,0.531,0.469,-0.082,-0.63,-0.39,-0.487,0.272
0.232,0.103,0.665,0.155,0.452,0.387,0.026,0.065,0.103,0.232,0.665,0.452,0.316,0.303,0.097,0.039,0.439,0.297,0.265,0.426,0.31,0.2,0.181,0.439,0.561,0.346,-0.329,-0.581,-0.163,0.01
0.15,0.15,0.7,0.162,0.49,0.425,0.045,0.081,0.15,0.15,0.7,0.478,0.243,0.32,0.081,0.04,0.453,0.275,0.271,0.421,0.344,0.235,0.178,0.462,0.538,0.063,-0.398,-0.336,-0.421,0.11
0.148,0.141,0.711,0.176,0.465,0.352,0.0,0.141,0.141,0.148,0.711,0.507,0.218,0.261,0.056,0.049,0.465,0.373,0.162,0.458,0.317,0.169,0.113,0.387,0.613,-0.225,-0.114,-0.452,-0.415,-0.117
0.116,0.182,0.702,0.083,0.612,0.562,0.017,0.017,0.182,0.116,0.702,0.57,0.14,0.331,0.074,0.033,0.587,0.223,0.19,0.562,0.322,0.124,0.347,0.579,0.421,0.242,-1.19,-0.35,-0.677,0.383
0.146,0.095,0.759,0.201,0.54,0.467,0.04,0.047,0.095,0.146,0.759,0.533,0.204,0.354,0.124,0.047,0.529,0.237,0.234,0.474,0.248,0.259,0.274,0.489,0.511,0.092,-0.733,-0.373,-0.298,0.24
0.151,0.127,0.722,0.181,0.512,0.441,0.043,0.08,0.127,0.151,0.722,0.492,0.224,0.344,0.094,0.037,0.492,0.247,0.261,0.452,0.311,0.224,0.211,0.485,0.515,0.072,-0.536,-0.39,-0.398,0.16
0.141,0.129,0.731,0.26,0.422,0.34,0.046,0.101,0.129,0.141,0.731,0.446,0.236,0.42,0.169,0.02,0.387,0.303,0.31,0.366,0.323,0.286,0.201,0.519,0.481,0.413,-0.323,-0.312,-0.482,0.065
0.123,0.099,0.778,0.185,0.563,0.497,0.046,0.063,0.099,0.123,0.778,0.54,0.199,0.328,0.099,0.04,0.5,0.242,0.258,0.51,0.265,0.199,0.278,0.517,0.483,-0.014,-0.702,-0.367,-0.41,0.23
0.137,0.113,0.75,0.192,0.537,0.43,0.061,0.088,0.113,0.137,0.75,0.537,0.22,0.338,0.122,0.046,0.473,0.265,0.262,0.43,0.308,0.271,0.256,0.53,0.47,0.107,-0.544,-0.247,-0.314,0.254
0.107,0.14,0.753,0.221,0.469,0.408,0.044,0.065,0.14,0.107,0.753,0.491,0.214,0.373,0.118,0.033,0.452,0.268,0.28,0.421,0.367,0.207,0.214,0.506,0.494,0.232,-0.462,-0.307,-0.627,0.151
0.127,0.131,0.741,0.155,0.55,0.47,0.072,0.08,0.131,0.127,0.741,0.526,0.235,0.323,0.08,0.032,0.486,0.247,0.267,0.462,0.327,0.235,0.223,0.474,0.526,-0.037,-0.453,-0.238,-0.335,0.227
0.14,0.105,0.754,0.205,0.474,0.363,0.035,0.094,0.105,0.14,0.754,0.439,0.251,0.374,0.135,0.064,0.333,0.31,0.357,0.433,0.304,0.246,0.257,0.52,0.48,0.341,-0.489,-0.128,-0.401,-0.098
0.131,0.122,0.747,0.131,0.596,0.527,0.073,0.057,0.122,0.131,0.747,0.596,0.224,0.302,0.098,0.037,0.494,0.265,0.241,0.502,0.237,0.245,0.269,0.559,0.441,0.019,-0.744,-0.298,-0.321,0.269
0.235,0.09,0.675,0.169,0.463,0.412,0.059,0.063,0.09,0.235,0.675,0.478,0.337,0.278,0.075,0.008,0.565,0.235,0.2,0.404,0.435,0.169,0.157,0.416,0.584,0.21,-0.294,-0.726,-0.219,0.279
0.102,0.082,0.816,0.238,0.551,0.449,0.027,0.122,0.082,0.102,0.816,0.497,0.156,0.429,0.17,0.02,0.286,0.374,0.34,0.517,0.238,0.265,0.313,0.585,0.415,0.038,-0.94,-0.152,-0.482,0.051
0.135,0.128,0.737,0.203,0.481,0.376,0.053,0.12,0.128,0.135,0.737,0.504,0.241,0.353,0.12,0.038,0.323,0.414,0.263,0.406,0.293,0.278,0.135,0.496,0.504,0.019,-0.328,-0.384,-0.368,-0.095
0.129,0.11,0.761,0.197,0.537,0.49,0.057,0.065,0.11,0.129,0.761,0.532,0.212,0.328,0.091,0.042,0.502,0.222,0.277,0.51,0.254,0.204,0.283,0.518,0.482,0.08,-0.593,-0.227,-0.373,0.235
0.161,0.144,0.695,0.215,0.45,0.373,0.042,0.089,0.144,0.161,0.695,0.459,0.233,0.374,0.131,0.038,0.424,0.293,0.283,0.397,0.313,0.271,0.221,0.496,0.504,0.348,-0.37,-0.262,-0.373,0.112
0.102,0.117,0.781,0.207,0.502,0.415,0.045,0.098,0.117,0.102,0.781,0.539,0.219,0.324,0.135,0.02,0.407,0.322,0.271,0.442,0.329,0.241,0.154,0.449,0.551,-0.315,-0.369,-0.36,-0.584,0.134
0.146,0.115,0.739,0.182,0.526,0.444,0.068,0.086,0.115,0.146,0.739,0.535,0.245,0.316,0.104,0.035,0.463,0.268,0.268,0.446,0.286,0.261,0.224,0.515,0.485,0.056,-0.387,-0.253,-0.23,0.211
0.114,0.098,0.788,0.179,0.567,0.484,0.054,0.083,0.098,0.114,0.788,0.509,0.21,0.35,0.092,0.038,0.449,0.248,0.304,0.498,0.277,0.23,0.279,0.527,0.473,0.048,-0.678,-0.187,-0.365,0.167
0.122,0.112,0.765,0.24,0.485,0.421,0.063,0.082,0.112,0.122,0.765,0.477,0.226,0.387,0.131,0.021,0.445,0.265,0.29,0.412,0.337,0.278,0.236,0.51,0.49,0.199,-0.512,-0.244,-0.457,0.202
0.136,0.106,0.758,0.212,0.455,0.409,0.045,0.076,0.106,0.136,0.758,0.47,0.273,0.288,0.091,0.015,0.53,0.242,0.227,0.394,0.424,0.197,0.136,0.333,0.667,-0.208,-0.178,-0.609,-0.551,0.156
0.132,0.11,0.759,0.204,0.513,0.45,0.035,0.083,0.11,0.132,0.759,0.5,0.208,0.331,0.116,0.039,0.412,0.329,0.259,0.452,0.289,0.252,0.224,0.487,0.513,-0.055,-0.646,-0.413,-0.465,0.087
0.149,0.096,0.755,0.266,0.431,0.372,0.08,0.037,0.096,0.149,0.755,0.495,0.287,0.346,0.133,0.085,0.436,0.245,0.319,0.372,0.356,0.314,0.245,0.574,0.426,0.446,-0.427,0.018,-0.239,0.116
0.085,0.141,0.775,0.282,0.465,0.394,0.056,0.099,0.141,0.085,0.775,0.507,0.169,0.38,0.127,0.07,0.451,0.254,0.296,0.451,0.296,0.268,0.338,0.592,0.408,0.372,-0.451,0.22,-0.403,0.11
0.098,0.065,0.836,0.262,0.529,0.474,0.025,0.06,0.065,0.098,0.836,0.496,0.169,0.406,0.164,0.035,0.403,0.277,0.32,0.509,0.222,0.229,0.37,0.64,0.36,0.387,-0.985,-0.241,-0.522,0.126
0.14,0.118,0.742,0.2,0.48,0.377,0.049,0.099,0.118,0.14,0.742,0.482,0.252,0.332,0.126,0.052,0.398,0.285,0.318,0.425,0.328,0.247,0.227,0.501,0.499,0.125,-0.334,-0.161,-0.375,0.057
0.157,0.157,0.686,0.142,0.505,0.446,0.049,0.054,0.157,0.157,0.686,0.461,0.245,0.333,0.074,0.039,0.475,0.25,0.275,0.426,0.358,0.221,0.191,0.456,0.544,0.144,-0.502,-0.387,-0.457,0.179
0.105,0.163,0.733,0.14,0.523,0.43,0.047,0.081,0.163,0.105,0.733,0.442,0.221,0.349,0.058,0.081,0.465,0.233,0.302,0.419,0.349,0.244,0.186,0.442,0.558,-0.008,-0.521,-0.255,-0.522,-0.1
0.117,0.097,0.786,0.165,0.583,0.524,0.039,0.068,0.097,0.117,0.786,0.573,0.194,0.291,0.087,0.039,0.466,0.252,0.282,0.544,0.311,0.184,0.34,0.621,0.379,0.069,-0.859,-0.082,-0.335,0.293
0.132,0.122,0.746,0.206,0.519,0.443,0.035,0.07,0.122,0.132,0.746,0.53,0.188,0.383,0.143,0.035,0.467,0.279,0.254,0.463,0.261,0.244,0.268,0.533,0.467,0.212,-0.717,-0.357,-0.448,0.191
0.131,0.17,0.699,0.16,0.49,0.398,0.024,0.083,0.17,0.131,0.699,0.456,0.204,0.379,0.087,0.039,0.485,0.233,0.282,0.437,0.35,0.209,0.189,0.432,0.568,0.131,-0.399,-0.26,-0.516,0.117
0.134,0.158,0.708,0.146,0.544,0.456,0.042,0.085,0.158,0.134,0.708,0.522,0.195,0.344,0.082,0.049,0.449,0.285,0.266,0.489,0.278,0.214,0.242,0.496,0.504,0.072,-0.554,-0.217,-0.362,0.132
0.133,0.199,0.669,0.139,0.464,0.392,0.018,0.084,0.199,0.133,0.669,0.47,0.217,0.349,0.078,0.042,0.367,0.367,0.265,0.452,0.349,0.193,0.145,0.44,0.56,0.101,-0.414,-0.249,-0.614,-0.078
0.113,0.189,0.698,0.264,0.406,0.368,0.057,0.038,0.189,0.113,0.698,0.491,0.198,0.406,0.113,0.075,0.528,0.236,0.236,0.406,0.368,0.226,0.217,0.462,0.538,0.382,-0.4,-0.116,-0.639,0.115
0.108,0.101,0.791,0.189,0.564,0.499,0.062,0.095,0.101,0.108,0.791,0.531,0.207,0.332,0.115,0.017,0.413,0.28,0.307,0.492,0.261,0.258,0.283,0.576,0.424,-0.007,-0.667,-0.175,-0.394,0.224
0.108,0.128,0.764,0.259,0.474,0.402,0.072,0.072,0.128,0.108,0.764,0.501,0.211,0.406,0.176,0.043,0.391,0.279,0.331,0.395,0.313,0.321,0.248,0.553,0.447,0.189,-0.569,-0.116,-0.536,0.203
0.119,0.101,0.78,0.243,0.487,0.401,0.054,0.098,0.101,0.119,0.78,0.502,0.224,0.351,0.137,0.051,0.386,0.317,0.297,0.426,0.301,0.287,0.232,0.528,0.472,0.048,-0.487,-0.168,-0.391,0.054
0.118,0.111,0.771,0.182,0.575,0.527,0.113,0.052,0.111,0.118,0.771,0.569,0.245,0.339,0.116,0.019,0.49,0.198,0.311,0.459,0.297,0.274,0.295,0.598,0.402,0.161,-0.658,-0.15,-0.356,0.45
0.126,0.094,0.78,0.11,0.638,0.575,0.047,0.071,0.094,0.126,0.78,0.567,0.205,0.291,0.071,0.016,0.425,0.307,0.268,0.575,0.197,0.189,0.291,0.575,0.425,-0.073,-0.88,-0.368,-0.327,0.217
0.128,0.102,0.769,0.222,0.516,0.425,0.05,0.083,0.102,0.128,0.769,0.511,0.21,0.357,0.132,0.054,0.43,0.284,0.286,0.451,0.295,0.262,0.243,0.496,0.504,-0.029,-0.546,-0.277,-0.338,0.118
0.127,0.096,0.777,0.223,0.503,0.465,0.038,0.025,0.096,0.127,0.777,0.452,0.217,0.446,0.172,0.025,0.338,0.274,0.389,0.465,0.268,0.274,0.338,0.656,0.344,0.646,-1.027,-0.127,-0.501,0.155
0.123,0.104,0.773,0.247,0.469,0.4,0.053,0.089,0.104,0.123,0.773,0.494,0.233,0.352,0.15,0.043,0.398,0.293,0.31,0.416,0.287,0.296,0.241,0.533,0.467,0.141,-0.449,-0.16,-0.405,0.078
0.111,0.116,0.773,0.217,0.515,0.463,0.111,0.048,0.116,0.111,0.773,0.521,0.263,0.361,0.148,0.025,0.447,0.205,0.349,0.401,0.375,0.3,0.242,0.545,0.455,0.066,-0.534,-0.135,-0.496,0.37
0.117,0.146,0.738,0.184,0.524,0.466,0.068,0.058,0.146,0.117,0.738,0.563,0.214,0.359,0.126,0.019,0.456,0.291,0.252,0.437,0.32,0.252,0.194,0.544,0.456,0.054,-0.6,-0.373,-0.506,0.263
0.118,0.118,0.765,0.162,0.574,0.544,0.0,0.0,0.118,0.118,0.765,0.529,0.147,0.382,0.147,0.029,0.441,0.309,0.25,0.544,0.265,0.176,0.279,0.559,0.441,-0.005,-1.332,-0.665,-0.745,0.18
0.121,0.136,0.744,0.19,0.515,0.449,0.067,0.064,0.136,0.121,0.744,0.513,0.226,0.374,0.123,0.031,0.449,0.269,0.282,0.438,0.323,0.246,0.215,0.5,0.5,0.094,-0.596,-0.336,-0.531,0.175
0.109,0.113,0.777,0.117,0.603,0.538,0.024,0.069,0.113,0.109,0.777,0.551,0.19,0.312,0.089,0.012,0.466,0.243,0.291,0.575,0.255,0.146,0.34,0.591,0.409,0.139,-0.856,-0.201,-0.473,0.246
0.155,0.13,0.715,0.186,0.495,0.418,0.059,0.102,0.13,0.155,0.715,0.498,0.248,0.31,0.09,0.034,0.449,0.294,0.257,0.44,0.344,0.232,0.201,0.455,0.545,-0.017,-0.344,-0.278,-0.357,0.16
0.122,0.089,0.789,0.225,0.451,0.432,0.042,0.033,0.089,0.122,0.789,0.453,0.277,0.333,0.068,0.014,0.594,0.16,0.246,0.408,0.451,0.157,0.106,0.329,0.671,-0.131,-0.297,-0.663,-0.648,0.178
0.165,0.151,0.683,0.205,0.438,0.35,0.076,0.09,0.151,0.165,0.683,0.458,0.281,0.36,0.119,0.053,0.424,0.264,0.312,0.372,0.385,0.272,0.223,0.514,0.486,0.442,-0.243,-0.077,-0.311,0.103
0.133,0.173,0.694,0.261,0.397,0.331,0.031,0.059,0.173,0.133,0.694,0.445,0.201,0.419,0.119,0.071,0.49,0.275,0.235,0.385,0.388,0.221,0.204,0.422,0.578,0.408,-0.413,-0.266,-0.633,0.029
0.136,0.145,0.719,0.188,0.496,0.425,0.036,0.073,0.145,0.136,0.719,0.482,0.208,0.373,0.104,0.038,0.459,0.261,0.28,0.448,0.327,0.21,0.237,0.509,0.491,0.256,-0.565,-0.295,-0.495,0.157
0.119,0.101,0.78,0.261,0.487,0.427,0.059,0.092,0.101,0.119,0.78,0.481,0.211,0.38,0.136,0.024,0.46,0.258,0.282,0.427,0.297,0.297,0.231,0.469,0.531,-0.016,-0.473,-0.252,-0.415,0.186
0.156,0.156,0.689,0.184,0.427,0.329,0.018,0.116,0.156,0.156,0.689,0.418,0.251,0.327,0.082,0.064,0.411,0.302,0.287,0.407,0.353,0.209,0.202,0.462,0.538,0.346,-0.205,-0.165,-0.43,-0.132
0.138,0.106,0.756,0.236,0.476,0.409,0.047,0.063,0.106,0.138,0.756,0.429,0.228,0.382,0.118,0.065,0.447,0.207,0.346,0.439,0.297,0.238,0.323,0.53,0.47,0.478,-0.547,-0.102,-0.397,0.119
0.158,0.172,0.67,0.181,0.448,0.363,0.039,0.093,0.172,0.158,0.67,0.434,0.237,0.371,0.09,0.037,0.465,0.271,0.264,0.378,0.372,0.234,0.164,0.436,0.564,0.292,-0.251,-0.357,-0.455,0.089
0.141,0.141,0.719,0.161,0.513,0.446,0.038,0.058,0.141,0.141,0.719,0.502,0.223,0.346,0.1,0.047,0.438,0.304,0.259,0.438,0.29,0.257,0.199,0.475,0.525,0.104,-0.612,-0.376,-0.427,0.087
0.151,0.135,0.715,0.183,0.484,0.407,0.064,0.09,0.135,0.151,0.715,0.51,0.263,0.308,0.096,0.051,0.417,0.308,0.276,0.42,0.337,0.263,0.186,0.497,0.503,0.058,-0.363,-0.188,-0.339,0.084
0.15,0.159,0.692,0.135,0.524,0.437,0.054,0.111,0.159,0.15,0.692,0.491,0.237,0.311,0.072,0.027,0.437,0.314,0.249,0.449,0.335,0.21,0.174,0.44,0.56,-0.08,-0.37,-0.415,-0.429,0.093
0.133,0.122,0.746,0.26,0.467,0.401,0.05,0.094,0.122,0.133,0.746,0.492,0.202,0.401,0.149,0.028,0.448,0.293,0.26,0.417,0.271,0.282,0.254,0.53,0.47,0.322,-0.468,-0.298,-0.368,0.13
0.217,0.122,0.661,0.322,0.311,0.261,0.067,0.033,0.122,0.217,0.661,0.367,0.311,0.461,0.239,0.044,0.439,0.206,0.356,0.244,0.4,0.356,0.278,0.567,0.433,1.131,-0.335,-0.263,-0.373,0.219
0.08,0.073,0.847,0.109,0.704,0.591,0.04,0.084,0.073,0.08,0.847,0.629,0.153,0.276,0.067,0.049,0.462,0.289,0.249,0.616,0.213,0.184,0.284,0.542,0.458,-0.604,-1.027,-0.314,-0.356,0.2
0.135,0.128,0.737,0.169,0.495,0.407,0.04,0.101,0.128,0.135,0.737,0.467,0.247,0.328,0.108,0.034,0.402,0.292,0.306,0.443,0.346,0.222,0.202,0.452,0.548,-0.024,-0.421,-0.282,-0.504,0.031
0.142,0.112,0.746,0.187,0.543,0.472,0.079,0.073,0.112,0.142,0.746,0.522,0.238,0.358,0.114,0.026,0.443,0.26,0.297,0.461,0.287,0.246,0.24,0.526,0.474,0.088,-0.547,-0.331,-0.318,0.245
0.209,0.086,0.705,0.287,0.375,0.304,0.059,0.081,0.086,0.209,0.705,0.428,0.311,0.359,0.164,0.062,0.449,0.266,0.285,0.349,0.321,0.295,0.257,0.499,0.501,0.639,-0.228,-0.271,-0.191,0.025
0.161,0.121,0.718,0.202,0.444,0.339,0.048,0.113,0.121,0.161,0.718,0.452,0.282,0.274,0.089,0.081,0.452,0.29,0.258,0.363,0.347,0.282,0.153,0.395,0.605,-0.049,-0.095,-0.292,-0.302,-0.082
0.099,0.106,0.795,0.261,0.503,0.46,0.025,0.087,0.106,0.099,0.795,0.522,0.155,0.348,0.149,0.043,0.435,0.304,0.261,0.46,0.236,0.28,0.298,0.559,0.441,0.039,-0.775,-0.272,-0.557,0.151
0.054,0.148,0.799,0.228,0.53,0.45,0.054,0.094,0.148,0.054,0.799,0.497,0.148,0.43,0.128,0.027,0.403,0.275,0.322,0.463,0.329,0.248,0.242,0.523,0.477,-0.039,-0.662,-0.111,-0.704,0.155
0.118,0.142,0.74,0.179,0.523,0.456,0.041,0.066,0.142,0.118,0.74,0.52,0.197,0.373,0.118,0.03,0.44,0.269,0.29,0.462,0.297,0.228,0.246,0.553,0.447,0.214,-0.654,-0.254,-0.5,0.196
0.162,0.128,0.711,0.247,0.391,0.323,0.021,0.123,0.128,0.162,0.711,0.409,0.255,0.345,0.14,0.021,0.332,0.362,0.306,0.357,0.357,0.277,0.153,0.43,0.57,0.131,-0.158,-0.347,-0.496,-0.012
0.129,0.165,0.706,0.235,0.447,0.376,0.035,0.106,0.165,0.129,0.706,0.447,0.188,0.4,0.071,0.035,0.435,0.318,0.247,0.424,0.388,0.176,0.2,0.482,0.518,0.358,-0.371,-0.288,-0.559,0.102
0.145,0.151,0.704,0.172,0.494,0.404,0.047,0.091,0.151,0.145,0.704,0.487,0.23,0.345,0.104,0.043,0.451,0.274,0.274,0.43,0.321,0.234,0.228,0.481,0.519,0.202,-0.374,-0.25,-0.379,0.111
0.062,0.049,0.888,0.2,0.662,0.51,0.024,0.127,0.049,0.062,0.888,0.647,0.112,0.295,0.118,0.073,0.376,0.402,0.222,0.6,0.163,0.239,0.275,0.482,0.518,-0.84,-0.878,-0.254,-0.318,0.038
0.159,0.092,0.75,0.229,0.482,0.402,0.086,0.09,0.092,0.159,0.75,0.491,0.283,0.337,0.128,0.046,0.449,0.256,0.294,0.392,0.319,0.31,0.247,0.505,0.495,0.225,-0.343,-0.181,-0.183,0.151
0.166,0.16,0.675,0.215,0.417,0.368,0.018,0.049,0.16,0.166,0.675,0.429,0.227,0.405,0.129,0.018,0.479,0.288,0.233,0.393,0.38,0.196,0.172,0.411,0.589,0.376,-0.453,-0.602,-0.644,0.132
0.145,0.167,0.688,0.138,0.543,0.442,0.029,0.116,0.167,0.145,0.688,0.471,0.181,0.348,0.065,0.036,0.493,0.275,0.232,0.507,0.304,0.188,0.232,0.406,0.594,-0.103,-0.534,-0.292,-0.448,0.11
0.111,0.172,0.717,0.293,0.374,0.313,0.01,0.081,0.172,0.111,0.717,0.414,0.172,0.404,0.121,0.101,0.404,0.273,0.323,0.384,0.333,0.253,0.273,0.525,0.475,0.573,-0.356,0.093,-0.57,-0.061
0.129,0.184,0.687,0.171,0.484,0.433,0.046,0.065,0.184,0.129,0.687,0.447,0.207,0.401,0.074,0.046,0.438,0.267,0.295,0.429,0.373,0.198,0.194,0.484,0.516,0.287,-0.605,-0.327,-0.641,0.085
0.135,0.144,0.721,0.135,0.561,0.467,0.05,0.082,0.144,0.135,0.721,0.527,0.21,0.351,0.094,0.028,0.445,0.279,0.276,0.489,0.282,0.201,0.223,0.505,0.495,0.041,-0.571,-0.359,-0.418,0.185
0.135,0.121,0.743,0.195,0.496,0.401,0.074,0.124,0.121,0.135,0.743,0.506,0.261,0.287,0.093,0.038,0.425,0.299,0.276,0.404,0.337,0.278,0.183,0.48,0.52,-0.083,-0.172,-0.187,-0.297,0.121
0.143,0.138,0.719,0.178,0.498,0.43,0.037,0.088,0.138,0.143,0.719,0.493,0.224,0.329,0.096,0.024,0.474,0.283,0.243,0.445,0.314,0.224,0.204,0.461,0.539,0.063,-0.415,-0.378,-0.425,0.143
0.112,0.102,0.787,0.226,0.533,0.467,0.056,0.068,0.102,0.112,0.787,0.518,0.195,0.371,0.133,0.039,0.454,0.25,0.297,0.477,0.27,0.254,0.278,0.536,0.464,0.042,-0.687,-0.231,-0.44,0.218
0.143,0.105,0.752,0.203,0.534,0.481,0.038,0.06,0.105,0.143,0.752,0.534,0.195,0.376,0.143,0.015,0.429,0.293,0.278,0.496,0.203,0.248,0.278,0.617,0.383,0.285,-0.764,-0.351,-0.326,0.223
0.108,0.126,0.766,0.288,0.405,0.324,0.009,0.09,0.126,0.108,0.766,0.477,0.189,0.396,0.162,0.072,0.342,0.387,0.27,0.396,0.324,0.27,0.216,0.559,0.441,0.334,-0.538,-0.189,-0.544,-0.173
0.134,0.122,0.745,0.228,0.432,0.337,0.04,0.125,0.122,0.134,0.745,0.447,0.258,0.343,0.137,0.027,0.362,0.328,0.31,0.371,0.362,0.277,0.164,0.468,0.532,0.091,-0.163,-0.252,-0.444,-0.027
0.113,0.119,0.768,0.205,0.519,0.444,0.051,0.096,0.119,0.113,0.768,0.481,0.208,0.352,0.096,0.041,0.427,0.28,0.294,0.44,0.324,0.246,0.215,0.471,0.529,-0.065,-0.522,-0.3,-0.489,0.116
0.116,0.116,0.768,0.238,0.488,0.433,0.03,0.085,0.116,0.116,0.768,0.476,0.189,0.36,0.14,0.043,0.415,0.274,0.311,0.463,0.256,0.25,0.335,0.573,0.427,0.345,-0.652,-0.108,-0.499,0.125
0.153,0.157,0.689,0.153,0.51,0.412,0.058,0.108,0.157,0.153,0.689,0.48,0.237,0.343,0.072,0.04,0.482,0.281,0.237,0.436,0.345,0.219,0.193,0.414,0.586,0.059,-0.32,-0.351,-0.326,0.069
0.154,0.121,0.725,0.148,0.544,0.456,0.044,0.082,0.121,0.154,0.725,0.511,0.231,0.308,0.088,0.038,0.484,0.247,0.269,0.462,0.297,0.247,0.236,0.5,0.5,0.022,-0.485,-0.263,-0.211,0.205
0.143,0.12,0.736,0.211,0.476,0.41,0.045,0.072,0.12,0.143,0.736,0.485,0.238,0.341,0.12,0.045,0.446,0.264,0.29,0.434,0.311,0.246,0.224,0.494,0.506,0.141,-0.442,-0.255,-0.408,0.119
0.134,0.141,0.725,0.172,0.514,0.383,0.041,0.152,0.141,0.134,0.725,0.499,0.213,0.342,0.087,0.023,0.437,0.301,0.262,0.455,0.308,0.203,0.206,0.47,0.53,0.055,-0.157,-0.246,-0.294,0.07
0.155,0.064,0.781,0.288,0.417,0.334,0.078,0.06,0.064,0.155,0.781,0.441,0.308,0.382,0.197,0.052,0.416,0.203,0.382,0.328,0.338,0.368,0.274,0.557,0.443,0.528,-0.317,-0.011,-0.238,0.172
0.125,0.133,0.742,0.233,0.464,0.4,0.044,0.098,0.133,0.125,0.742,0.479,0.214,0.378,0.145,0.015,0.405,0.302,0.292,0.41,0.322,0.27,0.226,0.531,0.469,0.219,-0.463,-0.252,-0.517,0.154
0.272,0.112,0.616,0.136,0.44,0.416,0.048,0.04,0.112,0.272,0.616,0.408,0.36,0.288,0.088,0.016,0.528,0.176,0.296,0.392,0.432,0.176,0.24,0.504,0.496,0.655,-0.426,-0.568,-0.178,0.292
0.077,0.086,0.837,0.181,0.616,0.576,0.108,0.054,0.086,0.077,0.837,0.596,0.226,0.336,0.117,0.018,0.363,0.287,0.35,0.508,0.275,0.271,0.314,0.686,0.314,0.052,-0.942,-0.061,-0.434,0.329
