BTC_T,BTC_H,BTC_S,BTC_D
6014,3295,5483,531
8800,4809,8003,797
6964,3837,6351,613
20564,11159,18704,1860
6354,3544,5820,534
4009,2205,3663,346
4661,2562,4241,420
11095,6025,10084,1011
5151,2863,4717,434
12997,7239,11883,1114
5827,3233,5332,495
2071,1125,1878,193
3612,1992,3296,316
2554,1415,2333,221
2828,1557,2577,251
9578,5272,8737,841
4089,2221,3694,395
10982,6011,9984,998
4110,2283,3755,355
4671,2589,4280,391
4150,2308,3800,350
20050,11126,18370,1680
6729,3731,6151,578
4145,2332,3804,341
3432,1888,3133,299
2394,1346,2195,199
5190,2905,4775,415
5101,2804,4646,455
4505,2504,4125,380
3603,1964,3275,328
5688,3076,5157,531
4390,2459,4034,356
2009,1114,1840,169
3362,1857,3072,290
4935,2713,4497,438
6915,3838,6329,586
5520,3030,5031,489
7401,4016,6740,661
4333,2374,3944,389
4974,2714,4515,459
23918,13148,21855,2063
8978,4965,8218,760
5978,3248,5421,557
3201,1744,2904,297
2655,1481,2437,218
5606,3085,5100,506
3957,2170,3602,355
5071,2727,4587,484
6248,3401,5678,570
8591,4781,7876,715
2297,1277,2113,184
12892,7061,11745,1147
2245,1219,2035,210
6820,3772,6230,590
4765,2622,4349,416
4246,2310,3851,395
4560,2494,4154,406
2276,1278,2099,177
5264,2877,4788,476
2604,1433,2372,232
4945,2800,4553,392
4437,2392,4015,422
1728,940,1575,153
1590,890,1461,129
7843,4315,7159,684
14083,7683,12813,1270
9169,5023,8406,763
4902,2682,4461,441
5840,3216,5328,512
16258,8906,14839,1419
11714,6378,10623,1091
9308,5108,8496,812
1775,967,1617,158
6144,3343,5584,560
8826,4835,8014,812
4493,2487,4108,385
15056,8202,13667,1389
29754,16350,27329,2425
10023,5489,9128,895
6165,3434,5650,515
5526,3060,5042,484
6294,3462,5735,559
5882,3209,5342,540
3532,1939,3212,320
2653,1437,2422,231
2450,1318,2215,235
11362,6123,10336,1026
2348,1301,2153,195
4266,2367,3904,362
25789,14357,23610,2179
9181,5042,8367,814
7020,3876,6397,623
12161,6715,11108,1053
3737,2067,3401,336
4380,2420,3998,382
13230,7304,12087,1143
8366,4515,7574,792
3969,2202,3627,342
5335,2953,4876,459
5151,2834,4696,455
3430,1891,3135,295
2905,1600,2652,253
5398,2971,4930,468
4986,2708,4538,448
2915,1620,2670,245
9221,4937,8312,909
5194,2850,4730,464
6369,3489,5801,568
6597,3621,6010,587
2807,1530,2549,258
2723,1489,2484,239
13246,7234,12031,1215
6090,3333,5550,540
8277,4529,7558,719
4351,2422,3987,364
3551,1912,3214,337
7970,4408,7276,694
3454,1868,3121,333
3948,2145,3598,350
5064,2759,4608,456
13394,7292,12222,1172
11999,6583,10925,1074
2714,1492,2482,232
3948,2209,3619,329
2892,1564,2608,284
10526,5839,9638,888
1867,995,1688,179
3202,1749,2904,298
1888,1052,1723,165
2880,1572,2621,259
2768,1532,2534,234
7321,4003,6680,641
8828,4785,8018,810
4416,2467,4048,368
10282,5598,9353,929
5551,3088,5091,460
970,521,880,90
8629,4756,7873,756
2210,1213,2012,198
5976,3231,5405,571
4109,2317,3789,320
5174,2874,4736,438
5275,2925,4827,448
6424,3523,5858,566
17039,9303,15506,1533
4708,2577,4289,419
9902,5434,9020,882
4815,2641,4387,428
6455,3525,5859,596
7459,4065,6767,692
4060,2265,3736,324
8133,4484,7416,717
6038,3320,5518,520
3480,1894,3161,319
4441,2480,4077,364
6434,3521,5862,572
6411,3507,5829,582
3479,1928,3177,302
1148,651,1065,83
5243,2869,4777,466
5110,2821,4667,443
3260,1828,2994,266
7329,4058,6712,617
11017,6035,10065,952
4880,2698,4460,420
3407,1829,3078,329
2071,1146,1896,175
4776,2621,4345,431
12659,6904,11543,1116
6203,3391,5641,562
5166,2803,4675,491
14236,7782,12966,1270
7292,4021,6648,644
19118,10461,17385,1733
22243,12255,20365,1878
4128,2233,3754,374
10010,5477,9100,910
10283,5599,9352,931
10590,5781,9629,961
23503,12825,21308,2195
4430,2410,4034,396
6160,3388,5621,539
8449,4639,7691,758
4680,2527,4253,427
4135,2259,3769,366
4809,2658,4390,419
9448,5160,8619,829
4226,2294,3840,386
3299,1831,3017,282
2826,1539,2566,260
4341,2422,3988,353
1798,1011,1656,142
16291,8961,14881,1410
4856,2689,4443,413
5176,2803,4700,476
1872,1029,1713,159
4130,2243,3739,391
5136,2789,4687,449
6179,3395,5629,550
6921,3811,6306,615
3605,1983,3282,323
5538,3022,5040,498
5685,3112,5185,500
5598,3110,5120,478
4908,2682,4460,448
12666,6986,11592,1074
6731,3691,6137,594
8731,4734,7893,838
8536,4669,7763,773
1411,775,1284,127
2767,1512,2514,253
34757,19117,31689,3068
22666,12435,20712,1954
9586,5200,8713,873
8201,4501,7510,691
3296,1807,3004,292
27981,15292,25579,2402
8605,4736,7850,755
10005,5496,9143,862
6921,3883,6369,552
5070,2704,4561,509
8283,4621,7595,688
4450,2481,4074,376
9468,5340,8727,741
2629,1442,2393,236
12171,6722,11113,1058
2814,1557,2582,232
5397,2932,4917,480
3182,1750,2904,278
4574,2496,4157,417
11272,6157,10245,1027
35137,19415,32165,2972
1878,1035,1716,162
12065,6661,11005,1060
4440,2430,4047,393
13491,7447,12331,1160
2563,1425,2345,218
6186,3349,5604,582
3799,2087,3462,337
8612,4727,7839,773
71445,39402,65290,6155
2750,1509,2508,242
4248,2366,3887,361
4975,2713,4520,455
6063,3387,5561,502
6635,3659,6063,572
5808,3210,5316,492
6629,3656,6058,571
21018,11544,19168,1850
8478,4576,7700,778
8184,4578,7528,656
25729,14119,23437,2292
3816,2109,3477,339
10656,5795,9681,975
2583,1435,2362,221
12427,6892,11369,1058
3896,2151,3557,339
39270,21482,35772,3498
12539,6805,11428,1111
4577,2536,4181,396
5821,3156,5265,556
4761,2660,4370,391
3944,2184,3609,335
4132,2299,3782,350
5402,2957,4910,492
4393,2432,4019,374
4072,2229,3706,366
4550,2502,4143,407
4980,2682,4534,446
2408,1359,2225,183
2785,1527,2538,247
12906,6973,11700,1206
2412,1348,2214,198
1920,1065,1754,166
3636,1988,3318,318
2211,1237,2030,181
2272,1261,2084,188
7157,3966,6539,618
7769,4258,7074,695
4869,2616,4397,472
9029,5052,8285,744
13325,7272,12136,1189
4188,2281,3794,394
4003,2230,3660,343
10530,5892,9654,876
3829,2120,3502,327
3324,1847,3062,262
6557,3630,6001,556
8392,4647,7661,731
7997,4477,7327,670
7085,3909,6473,612
4853,2700,4451,402
3243,1747,2933,310
10463,5727,9516,947
15861,8626,14398,1463
9039,4971,8232,807
6326,3507,5802,524
9533,5236,8700,833
1904,1050,1740,164
6702,3690,6118,584
5880,3227,5365,515
7923,4327,7198,725
3719,2008,3365,354
8023,4416,7315,708
1510,834,1386,124
8085,4323,7282,803
2800,1527,2542,258
3117,1708,2843,274
6692,3648,6077,615
5685,3158,5197,488
4967,2685,4502,465
17670,9651,16071,1599
2498,1376,2279,219
3810,2106,3472,338
9651,5259,8785,866
9000,4974,8237,763
1964,1089,1797,167
7206,3972,6585,621
7480,4072,6785,695
7503,4099,6855,648
5977,3270,5431,546
5732,3129,5206,526
2910,1573,2630,280
7072,3902,6458,614
1787,995,1637,150
3073,1666,2791,282
4450,2457,4066,384
3066,1670,2779,287
2006,1121,1847,159
2541,1410,2322,219
6349,3558,5834,515
18696,10459,17156,1540
8679,4790,7920,759
3823,2097,3480,343
3627,2006,3316,311
7295,3973,6614,681
6251,3487,5739,512
7919,4335,7203,716
9465,5191,8607,858
13935,7674,12729,1206
3439,1899,3137,302
3513,1950,3213,300
5452,2976,4952,500
11365,6178,10359,1006
6213,3411,5661,552
5807,3213,5308,499
6519,3555,5915,604
4856,2673,4449,407
4621,2583,4241,380
6072,3358,5538,534
7194,3931,6553,641
5255,2867,4779,476
2503,1388,2288,215
7266,4013,6640,626
7533,4079,6798,735
15665,8522,14198,1467
9620,5383,8854,766
10419,5671,9449,970
6825,3760,6227,598
4835,2700,4440,395
6530,3571,5928,602
1170,662,1082,88
17708,9591,16042,1666
7010,3820,6364,646
5356,3011,4915,441
8859,4872,8076,783
3682,2030,3365,317
1048,573,956,92
2209,1205,2006,203
2758,1496,2498,260
12029,6573,10940,1089
2811,1511,2536,275
5001,2722,4537,464
3578,1998,3276,302
5820,3167,5279,541
2888,1606,2651,237
9779,5298,8858,921
13732,7381,12397,1335
8054,4383,7294,760
6070,3358,5553,517
13820,7540,12623,1197
1481,822,1351,130
6050,3352,5531,519
12610,6859,11459,1151
7683,4254,7016,667
20131,11042,18417,1714
3626,2022,3329,297
4467,2478,4092,375
9395,5138,8564,831
10164,5513,9227,937
5098,2839,4674,424
2011,1090,1838,173
6786,3766,6213,573
9348,5167,8550,798
4452,2443,4054,398
7427,4216,6837,590
10131,5543,9221,910
4794,2606,4355,439
22813,12540,20895,1918
9516,5180,8658,858
11029,5958,10040,989
7028,3877,6413,615
16371,8966,14945,1426
2622,1416,2391,231
2879,1583,2636,243
2478,1367,2261,217
4894,2684,4458,436
2769,1511,2516,253
9056,4865,8210,846
13419,7345,12279,1140
6422,3552,5871,551
4159,2312,3810,349
6372,3526,5819,553
5701,3165,5228,473
4333,2413,3965,368
5292,2914,4838,454
6516,3560,5932,584
16453,9003,15002,1451
7434,4115,6810,624
7661,4226,6996,665
5801,3226,5310,491
29818,16386,27202,2616
8558,4641,7759,799
4972,2762,4552,420
2447,1345,2240,207
5842,3238,5333,509
14935,8085,13511,1424
8471,4586,7708,763
2717,1469,2469,248
2567,1445,2355,212
6094,3338,5561,533
9781,5423,8948,833
7054,3900,6453,601
6061,3268,5476,585
4029,2178,3643,386
10386,5684,9475,911
1468,778,1330,138
4517,2499,4146,371
9081,4925,8290,791
8215,4555,7511,704
13637,7499,12456,1181
11090,6072,10138,952
3942,2149,3574,368
8876,4815,8051,825
2209,1194,2001,208
4414,2405,4029,385
26437,14536,24258,2179
8548,4658,7766,782
3103,1729,2849,254
10806,5926,9860,946
4951,2732,4517,434
9441,5108,8611,830
74551,41125,68197,6354
6520,3540,5907,613
9691,5293,8852,839
9355,5134,8520,835
3965,2148,3593,372
8617,4745,7861,756
11335,6197,10290,1045
1455,819,1335,120
7305,4059,6683,622
9549,5269,8731,818
4150,2295,3789,361
7948,4423,7283,665
1818,999,1664,154
2348,1311,2151,197
15626,8503,14216,1410
9506,5157,8626,880
2571,1404,2339,232
41206,22519,37514,3692
9124,5073,8356,768
5587,3104,5108,479
8112,4479,7403,709
1694,935,1543,151
5206,2898,4771,435
8844,4902,8089,755
7672,4194,6993,679
2515,1371,2294,221
9505,5232,8656,849
2580,1416,2347,233
5489,3042,5018,471
4482,2473,4087,395
23693,12959,21620,2073
2459,1372,2257,202
10328,5647,9450,878
7916,4345,7239,677
629,355,576,53
8449,4652,7702,747
4563,2499,4161,402
4187,2324,3824,363
2156,1206,1976,180
7779,4280,7104,675
3017,1673,2754,263
7382,3995,6689,693
7017,3882,6420,597
7233,4042,6633,600
12941,7131,11841,1100
5948,3263,5417,531
39449,21577,35937,3512
2344,1242,2120,224
4092,2271,3741,351
19589,10616,17853,1736
4458,2450,4083,375
9116,5035,8334,782
5043,2703,4557,486
4688,2590,4281,407
5208,2882,4767,441
3872,2143,3544,328
10254,5505,9316,938
4833,2656,4400,433
9115,4879,8214,901
2424,1352,2214,210
18866,10325,17180,1686
14666,7930,13275,1391
5703,3098,5174,529
7183,3945,6533,650
5502,2949,4997,505
3636,1924,3298,338
9372,5219,8578,794
6465,3581,5908,557
6820,3677,6180,640
1400,793,1289,111
10095,5498,9181,914
4325,2384,3952,373
7973,4346,7251,722
7893,4348,7199,694
5884,3275,5386,498
846,461,765,81
8061,4400,7325,736
7236,4033,6632,604
7612,4133,6901,711
1861,1036,1712,149
1790,998,1639,151
25224,13844,23028,2196
5913,3277,5416,497
7118,3890,6466,652
2420,1369,2236,184
7715,4227,7017,698
7138,3886,6493,645
10049,5522,9144,905
12302,6713,11233,1069
7874,4313,7167,707
2840,1580,2609,231
2606,1458,2397,209
15923,8763,14518,1405
10796,5952,9863,933
10328,5638,9402,926
6304,3418,5717,587
7608,4191,6937,671
5852,3168,5303,549
9393,5084,8502,891
5842,3181,5334,508
7946,4436,7294,652
9071,5006,8290,781
10782,5853,9783,999
24685,13343,22376,2309
3531,1969,3239,292
9497,5253,8723,774
1443,805,1323,120
3685,2024,3354,331
4595,2460,4118,477
7408,4053,6753,655
6551,3603,5986,565
31721,17346,28913,2808
5599,3109,5129,470
5709,3141,5208,501
5961,3244,5418,543
4573,2553,4177,396
1844,1009,1682,162
10848,6002,9931,917
12675,6860,11523,1152
3081,1685,2805,276
3122,1717,2842,280
4537,2562,4162,375
13873,7503,12568,1305
9303,5046,8448,855
4920,2725,4494,426
3859,2147,3529,330
9275,5136,8469,806
7876,4253,7104,772
661,374,607,54
4870,2694,4463,407
5453,3084,5023,430
5089,2761,4612,477
11972,6431,10811,1161
6681,3662,6084,597
5952,3328,5468,484
5483,3061,5022,461
10946,5973,9972,974
15854,8619,14413,1441
1723,958,1577,146
2825,1550,2570,255
7225,3974,6585,640
3872,2148,3544,328
14453,7884,13173,1280
8238,4482,7483,755
8073,4499,7414,659
16010,8787,14567,1443
6055,3273,5487,568
2638,1417,2400,238
3035,1648,2757,278
7099,3908,6473,626
3037,1653,2762,275
17246,9391,15703,1543
11424,6224,10416,1008
11285,6151,10292,993
5855,3213,5363,492
9016,4910,8185,831
6301,3462,5748,553
2147,1181,1963,184
3883,2141,3543,340
5830,3251,5328,502
2601,1462,2394,207
6117,3349,5564,553
15644,8611,14264,1380
6862,3792,6286,576
20780,11488,19000,1780
5640,3119,5150,490
2705,1514,2484,221
14335,7768,13076,1259
3530,1943,3231,299
6979,3863,6371,608
23964,13305,21991,1973
2052,1133,1886,166
12512,6892,11474,1038
2952,1604,2686,266
12102,6532,10981,1121
30295,16685,27682,2613
6861,3813,6280,581
16056,8900,14682,1374
7068,3866,6430,638
6644,3638,6048,596
6796,3771,6222,574
8876,4883,8104,772
3835,2137,3511,324
3950,2185,3608,342
5209,2850,4741,468
7006,3868,6406,600
3640,2006,3323,317
2548,1416,2333,215
5301,2913,4835,466
15717,8555,14273,1444
12616,6964,11509,1107
6945,3828,6322,623
4961,2766,4554,407
3291,1837,3024,267
6849,3774,6252,597
4644,2525,4210,434
1997,1124,1836,161
6943,3790,6311,632
3162,1773,2910,252
3342,1820,3043,299
5142,2859,4708,434
4043,2228,3698,345
4678,2573,4270,408
7533,4116,6866,667
6020,3350,5528,492
11374,6289,10445,929
7906,4413,7249,657
10713,5982,9832,881
4841,2638,4388,453
5966,3343,5496,470
7467,4084,6802,665
4631,2499,4190,441
2037,1138,1885,152
7877,4320,7161,716
3120,1743,2866,254
7577,4126,6886,691
2351,1281,2134,217
3506,1917,3194,312
7310,3998,6662,648
7805,4277,7144,661
3477,1931,3188,289
2741,1475,2474,267
2663,1487,2453,210
7967,4393,7286,681
4783,2662,4384,399
6407,3510,5842,565
6485,3515,5884,601
6474,3624,5947,527
1319,704,1202,117
7096,3875,6451,645
4891,2723,4485,406
3007,1651,2739,268
9567,5250,8718,849
5916,3259,5394,522
7933,4248,7191,742
7554,4116,6859,695
10957,5975,9976,981
1627,882,1483,144
5367,2914,4859,508
5925,3275,5438,487
30942,16958,28176,2766
7680,4216,6996,684
1030,576,946,84
2660,1468,2427,233
1843,1026,1684,159
5956,3265,5422,534
2873,1578,2614,259
8147,4567,7478,669
3848,2139,3522,326
4586,2525,4183,403
3945,2192,3629,316
1959,1096,1809,150
5366,2927,4879,487
7881,4365,7221,660
5247,2878,4785,462
8102,4490,7407,695
6901,3800,6297,604
3657,2046,3356,301
7020,3861,6404,616
7454,4112,6807,647
6006,3343,5493,513
8698,4805,7951,747
8890,4856,8090,800
9181,5033,8376,805
1847,1053,1701,146
2797,1508,2540,257
13618,7493,12415,1203
85758,47243,78286,7472
6876,3868,6317,559
6981,3834,6359,622
2740,1466,2491,249
1688,925,1537,151
5537,3054,5048,489
5601,3118,5135,466
7228,4036,6633,595
9146,4944,8284,862
8116,4525,7438,678
2050,1160,1892,158
4355,2367,3954,401
7576,4115,6881,695
6662,3631,6070,592
2392,1314,2181,211
15882,8720,14526,1356
9697,5354,8858,839
7408,4060,6760,648
8141,4497,7468,673
12172,6599,11017,1155
7054,3885,6421,633
2144,1181,1949,195
2999,1613,2709,290
5671,3064,5128,543
16040,8806,14648,1392
4242,2328,3858,384
4428,2473,4059,369
8442,4587,7660,782
2751,1508,2500,251
17480,9618,15960,1520
6012,3367,5528,484
11134,6104,10164,970
6173,3410,5645,528
18446,10184,16860,1586
1137,600,1051,86
7808,4181,7044,764
5551,3061,5070,481
5231,2919,4792,439
7921,4275,7172,749
8758,4726,7971,787
6001,3342,5500,501
5184,2854,4741,443
2971,1656,2725,246
4055,2228,3697,358
5135,2837,4692,443
9542,5272,8729,813
11627,6325,10565,1062
7716,4200,7006,710
1406,798,1300,106
6116,3403,5623,493
2544,1417,2327,217
7456,4051,6786,670
1926,1030,1736,190
8374,4635,7644,730
7073,3904,6451,622
1907,1033,1724,183
6508,3550,5917,591
16666,9187,15240,1426
16542,9110,15089,1453
3174,1741,2891,283
8925,4846,8106,819
8593,4762,7870,723
9778,5325,8872,906
7480,4045,6783,697
5267,2924,4815,452
7028,3814,6420,608
21806,11948,19856,1950
1135,625,1048,87
3647,1980,3320,327
5145,2812,4677,468
2194,1210,2002,192
22342,12202,20398,1944
8010,4336,7234,776
8522,4706,7792,730
2092,1157,1913,179
2641,1440,2408,233
6414,3589,5890,524
2824,1542,2570,254
7200,3936,6549,651
2655,1445,2421,234
4180,2298,3805,375
14280,7609,12844,1436
3854,2128,3520,334
3550,1971,3253,297
1511,815,1382,129
8175,4521,7474,701
4461,2441,4059,402
6560,3616,5980,580
3825,2118,3500,325
5326,2899,4836,490
4815,2670,4401,414
4383,2370,3975,408
3302,1797,2989,313
5046,2787,4605,441
3638,1973,3302,336
12780,6918,11577,1203
13820,7603,12619,1201
11186,6207,10243,943
8562,4785,7860,702
12958,7182,11881,1077
7755,4298,7100,655
5690,3097,5170,520
9394,5080,8528,866
39758,21747,36237,3521
7458,4082,6790,668
6715,3713,6128,587
5050,2780,4622,428
8516,4689,7724,792
9748,5331,8870,878
3794,2093,3468,326
9049,4926,8230,819
1589,884,1455,134
2798,1524,2542,256
7046,3906,6443,603
3413,1892,3124,289
9180,4999,8368,812
15527,8549,14169,1358
5000,2730,4547,453
7367,4036,6704,663
8405,4668,7696,709
4762,2651,4364,398
3073,1712,2820,253
2733,1508,2497,236
6112,3414,5607,505
5070,2792,4623,447
3315,1841,3035,280
6991,3862,6377,614
6493,3602,5934,559
4595,2495,4160,435
4276,2412,3933,343
5684,3155,5209,475
12088,6641,11035,1053
16560,9056,15077,1483
5489,3018,5014,475
6624,3632,6038,586
6994,3774,6329,665
5142,2823,4685,457
3883,2167,3558,325
7745,4202,7018,727
2934,1629,2687,247
6203,3417,5665,538
3573,1946,3244,329
4767,2594,4339,428
7495,4122,6862,633
6196,3420,5659,537
2071,1159,1905,166
6012,3290,5486,526
3848,2130,3515,333
61357,33838,56102,5255
10700,5880,9780,920
27720,15213,25345,2375
4617,2582,4233,384
4229,2295,3824,405
6908,3820,6314,594
31839,17575,29085,2754
16832,9243,15338,1494
8071,4368,7335,736
10976,5977,9969,1007
6316,3485,5763,553
39264,21478,35767,3497
2221,1248,2040,181
11370,6214,10353,1017
4734,2606,4321,413
1968,1091,1802,166
5698,3090,5173,525
2537,1383,2305,232
26809,14827,24471,2338
5313,2918,4852,461
9579,5275,8737,842
1091,613,1002,89
6314,3505,5772,542
6821,3713,6212,609
4340,2389,3960,380
6932,3764,6289,643
12875,7081,11763,1112
2359,1355,2186,173
2053,1132,1876,177
7962,4342,7270,692
3498,1928,3202,296
5956,3348,5482,474
6084,3273,5496,588
16181,8838,14758,1423
12241,6696,11148,1093
1386,779,1276,110
5811,3187,5296,515
8700,4696,7913,787
3563,1940,3242,321
4630,2542,4229,401
6482,3557,5899,583
3508,1964,3223,285
4401,2373,3981,420
8824,4860,8068,756
4086,2237,3718,368
16330,8988,14920,1410
3290,1791,2993,297
6567,3566,5968,599
7094,3919,6478,616
1737,965,1590,147
2473,1385,2274,199
12559,6824,11476,1083
2921,1643,2692,229
1723,952,1579,144
7601,4173,6933,668
2478,1378,2267,211
13950,7675,12722,1228
19512,10730,17806,1706
4540,2478,4131,409
8257,4545,7524,733
2295,1220,2061,234
2415,1343,2209,206
3418,1866,3117,301
6173,3412,5642,531
9613,5277,8760,853
7391,4107,6761,630
16782,9238,15319,1463
11909,6499,10784,1125
7464,4153,6833,631
18558,10125,16883,1675
10015,5480,9103,912
1937,1040,1752,185
11348,6193,10324,1024
5722,3117,5229,493
7398,4049,6739,659
2645,1463,2419,226
2535,1346,2296,239
4216,2316,3852,364
53635,29386,48968,4667
12809,7005,11664,1145
4639,2599,4259,380
5461,2991,4970,491
3768,2043,3414,354
1862,1031,1695,167
6591,3633,6011,580
6710,3655,6098,612
5434,2996,4975,459
4635,2570,4236,399
10941,5970,9986,955
4732,2612,4322,410
7173,3927,6536,637
2344,1284,2147,197
4610,2539,4209,401
10619,5846,9673,946
12611,6886,11479,1132
4618,2475,4159,459
11902,6502,10834,1068
4399,2449,4028,371
4982,2733,4565,417
5835,3133,5248,587
3336,1835,3038,298
1533,842,1398,135
9906,5348,8976,930
6314,3533,5797,517
6475,3506,5879,596
5130,2806,4658,472
8128,4413,7387,741
3717,2021,3380,337
3075,1654,2784,291
4371,2417,3998,373
9577,5263,8757,820
7080,3867,6431,649
4998,2730,4541,457
7187,3939,6542,645
8685,4717,7884,801
4382,2388,3993,389
11297,6360,10369,928
16209,8890,14778,1431
8290,4510,7523,767
7645,4200,6922,723
5116,2821,4668,448
9823,5431,8993,830
6058,3236,5476,582
15395,8347,14011,1384
30656,16846,27965,2691
10680,5940,9809,871
5755,3100,5240,515
5654,3052,5119,535
4503,2491,4110,393
1293,728,1191,102
12279,6641,11202,1077
6736,3674,6129,607
7631,4152,6921,710
13846,7679,12685,1161
6394,3504,5812,582
5993,3323,5484,509
3752,2102,3448,304
7775,4333,7109,666
5266,2884,4796,470
5368,2914,4865,503
1393,762,1265,128
2773,1513,2531,242
5109,2873,4703,406
9020,4860,8153,867
1991,1120,1828,163
5831,3191,5295,536
3116,1724,2850,266
6513,3610,5946,567
6333,3531,5806,527
7100,3890,6456,644
4641,2527,4218,423
6548,3631,5995,553
2599,1432,2365,234
5008,2728,4545,463
10258,5746,9428,830
13980,7649,12738,1242
7824,4370,7178,646
6542,3612,5976,566
8770,4784,7992,778
49565,27182,45296,4269
7441,4022,6744,697
2899,1614,2658,241
6056,3368,5545,511
17679,9721,16155,1524
4286,2333,3884,402
3420,1877,3116,304
7238,4036,6627,611
8857,4878,8082,775
6010,3321,5484,526
6954,3813,6358,596
4264,2371,3899,365
3122,1725,2849,273
6889,3760,6252,637
11007,5949,9959,1048
2996,1660,2737,259
1889,1020,1705,184
4966,2701,4514,452
2465,1358,2248,217
12259,6681,11137,1122
6277,3479,5747,530
2734,1474,2465,269
6065,3305,5502,563
1353,762,1244,109
8174,4481,7450,724
9646,5365,8822,824
6716,3723,6143,573
5609,3100,5119,490
7485,4094,6804,681
3338,1796,3028,310
6593,3596,5993,600
7416,4049,6750,666
12706,6872,11504,1202
2441,1348,2231,210
47480,26134,43289,4191
8424,4570,7656,768
3200,1758,2918,282
4387,2347,3964,423
3760,2052,3410,350
15517,8444,14101,1416
2901,1585,2632,269
13566,7537,12473,1093
21581,11798,19683,1898
10900,6070,9943,957
4755,2612,4338,417
10807,5898,9833,974
2852,1582,2612,240
3978,2133,3580,398
4165,2318,3816,349
5715,3127,5201,514
5109,2837,4664,445
5972,3196,5388,584
21072,11498,19169,1903
40591,22196,36951,3640
9454,5202,8614,840
7927,4386,7254,673
39687,21704,36161,3526
42757,23303,38910,3847
2403,1352,2210,193
4553,2530,4165,388
4890,2672,4445,445
3943,2165,3606,337
6659,3708,6104,555
7154,3839,6463,691
9926,5485,9067,859
7404,4151,6800,604
2253,1268,2078,175
2784,1520,2533,251
7604,4224,6946,658
12579,6899,11469,1110
7313,3979,6636,677
2615,1427,2388,227
5569,3076,5091,478
39832,21781,36290,3542
8369,4558,7602,767
6556,3586,5978,578
7172,3904,6516,656
10163,5560,9249,914
2196,1244,2027,169
31390,17224,28679,2711
6583,3627,6001,582
7515,4093,6815,700
2941,1626,2688,253
23130,12613,21093,2037
6460,3533,5876,584
5391,2986,4919,472
6140,3367,5583,557
4273,2378,3916,357
1111,618,1025,86
4803,2678,4405,398
7828,4282,7117,711
9702,5389,8890,812
3397,1843,3080,317
7205,3940,6551,654
3728,2050,3400,328
4826,2621,4378,448
9920,5449,9045,875
12077,6647,11021,1056
4331,2394,3953,378
6000,3307,5465,535
8565,4667,7785,780
4369,2400,3983,386
11536,6183,10475,1061
5727,3146,5220,507
4951,2741,4528,423
5633,3061,5136,497
10511,5755,9565,946
1361,750,1243,118
10419,5802,9569,850
9251,5032,8411,840
28303,15479,25851,2452
8295,4591,7584,711
12062,6531,10915,1147
8180,4482,7474,706
11824,6502,10817,1007
4719,2597,4304,415
2328,1284,2143,185
3691,1995,3345,346
11384,6200,10338,1046
8374,4553,7658,716
4538,2478,4119,419
998,572,927,71
4967,2668,4492,475
4405,2444,4039,366
2293,1300,2115,178
3649,2003,3323,326
7140,3898,6498,642
2315,1308,2139,176
5049,2795,4629,420
10806,5911,9838,968
4212,2293,3830,382
4019,2210,3673,346
5620,3040,5093,527
23646,13090,21629,2017
2882,1581,2623,259
6074,3273,5492,582
7221,4055,6642,579
9327,5125,8481,846
16455,8952,15053,1402
2567,1439,2354,213
54086,29679,49390,4696
6899,3794,6303,596
1886,1066,1739,147
3018,1673,2763,255
1742,963,1593,149
3607,2000,3309,298
7076,3883,6442,634
7444,4097,6779,665
11117,6032,10101,1016
6597,3603,5993,604
12169,6648,11102,1067
8522,4607,7717,805
2244,1240,2051,193
4613,2584,4229,384
1847,1030,1697,150
1538,847,1410,128
721,402,658,63
5293,2875,4834,459
15545,8462,14184,1361
6245,3403,5680,565
1690,963,1565,125
7947,4363,7229,718
13444,7386,12263,1181
6179,3421,5650,529
12447,6818,11368,1079
4217,2327,3848,369
3987,2126,3605,382
2486,1360,2269,217
11913,6497,10790,1123
1940,1114,1798,142
4083,2224,3702,381
5045,2773,4597,448
1151,636,1050,101
3389,1865,3090,299
12763,6967,11612,1151
2384,1318,2170,214
7464,4101,6784,680
1477,844,1365,112
14237,7794,12941,1296
8170,4501,7444,726
5109,2826,4671,438
4915,2707,4490,425
5795,3153,5244,551
2504,1401,2302,202
7845,4313,7149,696
13808,7550,12565,1243
2584,1420,2359,225
4362,2372,3955,407
6028,3317,5499,529
6952,3809,6338,614
5944,3224,5383,561
3541,1954,3232,309
1732,948,1574,158
34169,18687,31277,2892
2502,1384,2282,220
3302,1822,3023,279
3759,2095,3450,309
5813,3262,5344,469
5526,3070,5074,452
3854,2125,3519,335
9157,4990,8332,825
5936,3256,5416,520
14324,7926,13086,1238
1702,951,1560,142
7472,4061,6783,689
4794,2641,4367,427
4960,2731,4520,440
6361,3522,5819,542
2903,1616,2665,238
7781,4189,7046,735
8341,4573,7593,748
6267,3440,5712,555
3361,1858,3070,291
5447,2961,4944,503
6428,3543,5864,564
3012,1644,2741,271
7276,4010,6650,626
2950,1601,2684,266
6821,3735,6205,616
4925,2653,4484,441
3862,2139,3535,327
5952,3208,5374,578
8415,4689,7712,703
10409,5656,9452,957
8793,4812,8005,788
13568,7542,12409,1159
2830,1561,2583,247
2607,1425,2375,232
10462,5653,9461,1001
18316,9964,16595,1721
9323,5100,8479,844
11425,6234,10400,1025
8872,4872,8085,787
